decision_id,timestamp,junction_id,junction_name,decision_type,model_version,input_features_summary,decision_value,day_type,is_festival,weather_condition,is_rain,rainfall_mm,is_accident,bus_priority_active,ambulance_priority_active,congestion_index,outcome_success,processing_latency_ms,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
DEC700080,2025-06-16 11:31:20,J032,Richmond Circle,Route Recommendation,ARGUS-DT-v2.4.1,queue=38veh|congestion=0.30|rain=N|festival=N|accident=N,Primary Route,Weekday,False,Clear,False,0.0,False,False,False,0.297,True,56,35.8,19.6,91.8,0.099,0.229,0.965,Moderate traffic flow - standard adaptive signal timing in effect
DEC700081,2025-05-30 16:29:53,J031,Cubbon Road,Green Wave Coordination,ARGUS-DT-v2.4.1,queue=63veh|congestion=0.68|rain=Y|festival=N|accident=N,Offset Re-planned,Weekday,False,Light Rain,True,6.6,False,False,False,0.376,True,47,24.3,28.5,202.3,0.154,0.355,0.909,Light rain detected - minor speed reduction advised
DEC700082,2026-05-18 20:42:03,J024,JP Nagar,Priority Grant,ARGUS-DT-v2.4.1,queue=42veh|congestion=0.45|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.317,True,36,31.1,17.0,199.6,0.167,0.385,0.958,Bus priority granted - green extension issued to reduce transit delay
DEC700083,2026-06-15 18:49:00,J006,Tin Factory,Priority Grant,ARGUS-DT-v2.4,queue=81veh|congestion=1.00|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.7,True,83,24.0,45.4,164.3,0.116,0.267,0.945,Bus priority granted - green extension issued to reduce transit delay
DEC700084,2026-03-07 08:16:01,J018,Nagawara,Signal Timing Adjustment,ARGUS-DT-v2.4,queue=64veh|congestion=0.56|rain=N|festival=N|accident=N,63.4,Weekend,False,Clear,False,0.0,False,False,False,0.557,True,64,21.4,38.7,159.5,0.123,0.285,0.942,Moderate traffic flow - standard adaptive signal timing in effect
DEC700085,2025-11-15 18:37:38,J041,Chalukya Circle,Reroute Advisory,ARGUS-DT-v2.4.1,queue=62veh|congestion=0.68|rain=N|festival=N|accident=N,Detour via Ring Road,Weekend,False,Clear,False,0.0,False,False,False,0.443,True,66,29.7,36.6,116.0,0.089,0.206,0.96,Moderate traffic flow - standard adaptive signal timing in effect
DEC700086,2026-03-12 07:15:35,J013,HSR BDA Complex,Route Recommendation,ARGUS-DT-v2.4,queue=36veh|congestion=0.49|rain=N|festival=N|accident=N,Primary Route,Weekday,False,Fog,False,0.0,False,False,False,0.486,False,56,28.1,33.3,155.6,0.117,0.271,0.913,Moderate traffic flow - standard adaptive signal timing in effect
DEC700087,2026-05-16 21:04:30,J012,Koramangala Sony World,Signal Timing Adjustment,ARGUS-DT-v2.4,queue=40veh|congestion=0.52|rain=Y|festival=N|accident=N,61.4,Weekend,False,Rain,True,13.6,False,False,False,0.523,True,65,28.2,41.2,254.9,0.211,0.487,0.903,Light rain detected - minor speed reduction advised
DEC700088,2026-01-13 10:10:12,J005,Yeshwantpur,Route Recommendation,ARGUS-DT-v2.4,queue=56veh|congestion=0.68|rain=N|festival=N|accident=N,Alternate Route,Weekday,False,Clear,False,0.0,False,False,False,0.678,True,73,18.7,40.2,176.2,0.1,0.232,0.967,Moderate traffic flow - standard adaptive signal timing in effect
DEC700089,2026-03-12 20:59:44,J009,Majestic,Priority Grant,ARGUS-DT-v2.4.1,queue=35veh|congestion=0.36|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.253,True,65,31.8,21.5,84.0,0.064,0.149,0.972,Bus priority granted - green extension issued to reduce transit delay
DEC700090,2026-05-27 10:13:24,J041,Chalukya Circle,Signal Timing Adjustment,ARGUS-DT-v2.4,queue=67veh|congestion=0.74|rain=Y|festival=N|accident=N,74.2,Weekday,False,Light Rain,True,7.0,False,False,False,0.736,True,76,19.2,46.4,198.1,0.121,0.279,0.93,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
DEC700091,2026-01-23 18:10:35,J025,Bannerghatta Road,Priority Grant,ARGUS-DT-v2.4.1,queue=85veh|congestion=1.00|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.698,False,62,21.9,48.0,262.7,0.189,0.437,0.895,Bus priority granted - green extension issued to reduce transit delay
DEC700092,2025-08-10 13:36:40,J009,Majestic,Priority Grant,ARGUS-DT-v2.4.1,queue=50veh|congestion=0.50|rain=Y|festival=N|accident=N,Green Extension +12s,Weekend,False,Heavy Rain,True,32.1,False,True,False,0.353,True,55,32.6,22.4,204.2,0.183,0.422,0.907,Bus priority granted - green extension issued to reduce transit delay
DEC700093,2026-03-14 19:48:52,J040,City Market,Priority Grant,ARGUS-DT-v2.4,queue=67veh|congestion=0.52|rain=N|festival=N|accident=N,Green Extension +12s,Weekend,False,Clear,False,0.0,False,True,False,0.365,True,62,33.2,26.5,170.1,0.156,0.36,0.969,Bus priority granted - green extension issued to reduce transit delay
DEC700094,2026-03-14 08:19:35,J005,Yeshwantpur,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=56veh|congestion=0.67|rain=N|festival=N|accident=N,70.5,Weekend,False,Clear,False,0.0,False,False,False,0.675,True,105,19.1,45.1,115.7,0.074,0.172,0.968,Moderate traffic flow - standard adaptive signal timing in effect
DEC700095,2025-11-29 18:48:19,J006,Tin Factory,Parking Guidance,ARGUS-DT-v2.4,queue=67veh|congestion=0.72|rain=N|festival=N|accident=N,Redirect to Alternate Lot,Weekend,False,Clear,False,0.0,False,False,False,0.717,True,52,14.2,51.8,166.4,0.098,0.227,0.953,Moderate traffic flow - standard adaptive signal timing in effect
DEC700096,2025-03-18 17:54:46,J007,Banashankari,Priority Grant,ARGUS-DT-v2.4,queue=76veh|congestion=0.96|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.673,True,112,16.0,43.6,242.7,0.141,0.325,0.984,Bus priority granted - green extension issued to reduce transit delay
DEC700097,2025-07-15 18:30:59,J022,Rajajinagar,Priority Grant,ARGUS-DT-v2.4.1,queue=90veh|congestion=1.00|rain=Y|festival=N|accident=N,Green Extension +12s,Weekday,False,Heavy Rain,True,39.9,False,True,False,0.7,False,108,20.4,50.3,227.9,0.138,0.318,0.852,Bus priority granted - green extension issued to reduce transit delay
DEC700098,2025-12-26 21:52:50,J040,City Market,Signal Timing Adjustment,ARGUS-DT-v2.4,queue=37veh|congestion=0.46|rain=N|festival=Y|accident=N,57.4,Weekday,True,Clear,False,0.0,False,False,False,0.457,True,58,32.8,33.5,194.3,0.174,0.401,0.894,Moderate traffic flow - standard adaptive signal timing in effect
DEC700099,2025-08-30 11:54:14,J040,City Market,Priority Grant,ARGUS-DT-v2.4.1,queue=22veh|congestion=0.11|rain=N|festival=N|accident=N,Green Extension +12s,Weekend,False,Clear,False,0.0,False,True,False,0.079,True,26,42.5,11.7,89.7,0.096,0.221,0.948,Bus priority granted - green extension issued to reduce transit delay
DEC700100,2025-08-28 09:35:34,J021,Vijayanagar,Parking Guidance,ARGUS-DT-v2.4,queue=75veh|congestion=1.00|rain=N|festival=Y|accident=N,Redirect to Alternate Lot,Weekday,True,Clear,False,0.0,False,False,False,1.0,True,103,6.8,64.0,752.6,0.226,0.521,0.87,Festival crowd surge detected - alternate route and extended cycle recommended
DEC700101,2026-03-05 05:44:43,J039,KR Market,Parking Guidance,ARGUS-DT-v2.4.1,queue=44veh|congestion=0.38|rain=N|festival=Y|accident=N,Proceed to Nearest Lot,Weekday,True,Clear,False,0.0,False,False,False,0.382,True,74,29.3,27.7,122.4,0.108,0.249,0.899,Moderate traffic flow - standard adaptive signal timing in effect
DEC700102,2025-07-16 08:49:04,J033,Trinity Circle,Route Recommendation,ARGUS-DT-v2.4.1,queue=84veh|congestion=1.00|rain=N|festival=N|accident=N,Alternate Route,Weekday,False,Clear,False,0.0,False,False,False,1.0,True,92,6.5,69.1,819.0,0.212,0.491,0.905,Heavy congestion detected - signal timing extended and reroute suggested
DEC700103,2025-01-26 21:13:34,J030,MG Road,Signal Timing Adjustment,ARGUS-DT-v2.4,queue=60veh|congestion=0.46|rain=N|festival=Y|accident=N,57.4,Weekend,True,Clear,False,0.0,False,False,False,0.456,True,97,26.1,25.8,100.2,0.075,0.173,0.916,Moderate traffic flow - standard adaptive signal timing in effect
DEC700104,2025-02-10 10:07:27,J030,MG Road,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=45veh|congestion=0.66|rain=N|festival=N|accident=N,69.5,Weekday,False,Clear,False,0.0,False,False,False,0.658,True,64,24.3,44.4,227.6,0.166,0.384,0.957,Moderate traffic flow - standard adaptive signal timing in effect
DEC700105,2026-02-23 09:12:59,J034,Ulsoor,Priority Grant,ARGUS-DT-v2.4.1,queue=85veh|congestion=0.95|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.663,True,58,18.9,43.9,261.8,0.152,0.351,0.953,Bus priority granted - green extension issued to reduce transit delay
DEC700106,2026-01-16 06:17:33,J005,Yeshwantpur,Green Wave Coordination,ARGUS-DT-v2.4.1,queue=39veh|congestion=0.32|rain=N|festival=N|accident=N,Offset Synced,Weekday,False,Clear,False,0.0,False,False,False,0.177,True,70,37.2,21.1,121.5,0.104,0.241,0.959,Green wave coordination successful - maintain current corridor offset
DEC700107,2026-04-24 18:30:09,J007,Banashankari,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=73veh|congestion=0.98|rain=N|festival=N|accident=N,88.5,Weekday,False,Clear,False,0.0,False,False,False,0.976,False,73,10.2,65.2,139.6,0.067,0.154,0.844,Heavy congestion detected - signal timing extended and reroute suggested
DEC700108,2025-02-03 17:04:17,J037,Kadugodi,Priority Grant,ARGUS-DT-v2.4,queue=56veh|congestion=0.74|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.515,True,83,28.8,33.3,164.5,0.14,0.324,0.971,Bus priority granted - green extension issued to reduce transit delay
DEC700109,2026-06-01 07:59:40,J036,HAL Airport Road,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=71veh|congestion=0.91|rain=N|festival=N|accident=N,84.8,Weekday,False,Fog,False,0.0,False,False,False,0.914,True,81,13.1,56.6,357.0,0.19,0.439,0.928,Heavy congestion detected - signal timing extended and reroute suggested
DEC700110,2026-01-08 17:27:25,J022,Rajajinagar,Route Recommendation,ARGUS-DT-v2.4,queue=64veh|congestion=0.83|rain=N|festival=N|accident=N,Alternate Route,Weekday,False,Clear,False,0.0,False,False,False,0.832,True,67,11.6,61.6,129.9,0.062,0.144,0.955,Heavy congestion detected - signal timing extended and reroute suggested
DEC700111,2026-04-23 18:56:53,J015,Bellandur,Route Recommendation,ARGUS-DT-v2.4.1,queue=87veh|congestion=1.00|rain=N|festival=N|accident=N,Alternate Route,Weekday,False,Clear,False,0.0,False,False,False,1.0,True,86,8.9,64.7,395.0,0.158,0.366,0.914,Heavy congestion detected - signal timing extended and reroute suggested
DEC700112,2025-05-23 07:32:06,J006,Tin Factory,Reroute Advisory,ARGUS-DT-v2.4.1,queue=60veh|congestion=0.61|rain=N|festival=N|accident=N,Detour via Ring Road,Weekday,False,Clear,False,0.0,False,False,False,0.395,False,50,22.0,29.2,204.3,0.141,0.325,0.922,Moderate traffic flow - standard adaptive signal timing in effect
DEC700113,2025-07-06 07:39:40,J024,JP Nagar,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=79veh|congestion=1.00|rain=Y|festival=N|accident=Y,90.0,Weekend,False,Heavy Rain,True,27.0,True,False,False,1.0,False,82,11.1,64.0,290.9,0.124,0.286,0.652,Accident detected nearby - reroute and reduced speed advised
DEC700114,2026-01-25 10:38:15,J042,Anand Rao Circle,Route Recommendation,ARGUS-DT-v2.3,queue=51veh|congestion=0.41|rain=N|festival=N|accident=N,Primary Route,Weekend,False,Clear,False,0.0,False,False,False,0.414,True,50,28.5,26.9,158.8,0.139,0.322,0.968,Moderate traffic flow - standard adaptive signal timing in effect
DEC700115,2025-02-27 09:40:25,J010,Shivajinagar,Route Recommendation,ARGUS-DT-v2.4,queue=71veh|congestion=0.87|rain=N|festival=N|accident=N,Alternate Route,Weekday,False,Clear,False,0.0,False,False,False,0.875,True,101,11.2,58.1,203.3,0.106,0.246,0.936,Heavy congestion detected - signal timing extended and reroute suggested
DEC700116,2025-09-06 07:41:31,J035,Domlur,Parking Guidance,ARGUS-DT-v2.4,queue=82veh|congestion=1.00|rain=Y|festival=Y|accident=N,Redirect to Alternate Lot,Weekend,True,Heavy Rain,True,39.2,False,False,False,1.0,True,88,8.3,60.7,391.3,0.14,0.323,0.806,Festival crowd surge detected - alternate route and extended cycle recommended
DEC700117,2026-06-11 07:21:57,J035,Domlur,Parking Guidance,ARGUS-DT-v2.4.1,queue=52veh|congestion=0.55|rain=N|festival=N|accident=N,Proceed to Nearest Lot,Weekday,False,Clear,False,0.0,False,False,False,0.549,True,61,21.3,37.0,209.1,0.136,0.314,0.985,Moderate traffic flow - standard adaptive signal timing in effect
DEC700118,2025-04-13 10:12:35,J005,Yeshwantpur,Signal Timing Adjustment,ARGUS-DT-v2.4,queue=49veh|congestion=0.55|rain=N|festival=N|accident=N,62.7,Weekend,False,Clear,False,0.0,False,False,False,0.545,True,35,22.2,46.9,149.4,0.103,0.239,0.973,Moderate traffic flow - standard adaptive signal timing in effect
DEC700119,2026-03-11 07:00:30,J006,Tin Factory,Priority Grant,ARGUS-DT-v2.4.1,queue=54veh|congestion=0.47|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.327,True,56,29.3,21.3,116.6,0.094,0.217,0.975,Bus priority granted - green extension issued to reduce transit delay
DEC700120,2026-01-31 18:05:40,J010,Shivajinagar,Priority Grant,ARGUS-DT-v2.3,queue=70veh|congestion=0.72|rain=N|festival=N|accident=N,Green Extension +12s,Weekend,False,Clear,False,0.0,False,True,False,0.504,True,58,29.1,32.5,108.5,0.075,0.174,0.982,Bus priority granted - green extension issued to reduce transit delay
DEC700121,2025-12-31 17:37:23,J022,Rajajinagar,Route Recommendation,ARGUS-DT-v2.4,queue=57veh|congestion=0.93|rain=Y|festival=N|accident=N,Alternate Route,Weekday,False,Light Rain,True,4.7,False,False,False,0.934,True,74,9.8,63.4,444.5,0.171,0.394,0.885,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
DEC700122,2025-02-20 14:59:03,J009,Majestic,Priority Grant,ARGUS-DT-v2.3,queue=38veh|congestion=0.27|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.188,True,52,36.6,10.7,90.2,0.072,0.165,0.97,Bus priority granted - green extension issued to reduce transit delay
DEC700123,2025-12-22 18:59:05,J036,HAL Airport Road,Priority Grant,ARGUS-DT-v2.4.1,queue=75veh|congestion=1.00|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.697,True,72,23.0,45.4,276.0,0.21,0.486,0.964,Bus priority granted - green extension issued to reduce transit delay
DEC700124,2025-08-28 18:44:45,J032,Richmond Circle,Priority Grant,ARGUS-DT-v2.4,queue=89veh|congestion=1.00|rain=Y|festival=Y|accident=N,Green Extension +12s,Weekday,True,Heavy Rain,True,50.6,False,True,False,0.7,False,63,26.4,52.0,210.2,0.167,0.387,0.805,Bus priority granted - green extension issued to reduce transit delay
DEC700125,2025-10-13 08:54:53,J017,Whitefield ITPL,Priority Grant,ARGUS-DT-v2.4.1,queue=71veh|congestion=1.00|rain=Y|festival=N|accident=N,Green Extension +12s,Weekday,False,Rain,True,24.4,False,True,False,0.7,True,72,21.0,47.7,170.7,0.106,0.246,0.884,Bus priority granted - green extension issued to reduce transit delay
DEC700126,2025-02-25 21:24:51,J026,Hosur Road,Signal Timing Adjustment,ARGUS-DT-v2.3,queue=52veh|congestion=0.28|rain=N|festival=N|accident=N,46.6,Weekday,False,Clear,False,0.0,False,False,False,0.277,True,65,35.8,11.3,118.1,0.115,0.265,0.928,Moderate traffic flow - standard adaptive signal timing in effect
DEC700127,2025-10-01 06:50:13,J002,Marathahalli,Route Recommendation,ARGUS-DT-v2.4.1,queue=45veh|congestion=0.41|rain=N|festival=N|accident=N,Primary Route,Weekday,False,Clear,False,0.0,False,False,False,0.415,True,61,28.0,22.9,71.3,0.051,0.118,0.953,Moderate traffic flow - standard adaptive signal timing in effect
DEC700128,2025-06-01 16:37:11,J013,HSR BDA Complex,Route Recommendation,ARGUS-DT-v2.4,queue=66veh|congestion=0.68|rain=Y|festival=N|accident=N,Alternate Route,Weekend,False,Heavy Rain,True,59.9,False,False,False,0.685,True,71,18.8,49.4,277.4,0.167,0.386,0.909,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
DEC700129,2026-03-06 11:00:08,J030,MG Road,Priority Grant,ARGUS-DT-v2.3,queue=53veh|congestion=0.46|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.323,True,82,24.1,22.4,123.8,0.096,0.223,0.954,Bus priority granted - green extension issued to reduce transit delay
DEC700130,2026-01-23 17:33:30,J024,JP Nagar,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=70veh|congestion=0.86|rain=N|festival=N|accident=N,81.7,Weekday,False,Clear,False,0.0,False,False,False,0.862,True,75,14.2,57.0,220.3,0.112,0.258,0.956,Heavy congestion detected - signal timing extended and reroute suggested
DEC700131,2026-06-10 15:03:41,J013,HSR BDA Complex,Route Recommendation,ARGUS-DT-v2.4.1,queue=59veh|congestion=0.49|rain=Y|festival=N|accident=N,Primary Route,Weekday,False,Heavy Rain,True,29.5,False,False,False,0.492,True,59,21.9,36.7,97.2,0.088,0.204,0.917,Light rain detected - minor speed reduction advised
DEC700132,2025-12-20 15:32:45,J009,Majestic,Parking Guidance,ARGUS-DT-v2.4,queue=17veh|congestion=0.15|rain=N|festival=N|accident=N,Proceed to Nearest Lot,Weekend,False,Clear,False,0.0,False,False,False,0.152,True,43,46.2,4.3,63.1,0.063,0.146,0.954,Normal free-flow traffic - standard signal timing maintained
DEC700133,2025-03-19 18:47:18,J016,Sarjapur Road,Priority Grant,ARGUS-DT-v2.3,queue=75veh|congestion=0.91|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.634,False,86,16.2,36.3,177.0,0.102,0.236,0.891,Bus priority granted - green extension issued to reduce transit delay
DEC700134,2025-02-26 16:10:48,J015,Bellandur,Signal Timing Adjustment,ARGUS-DT-v2.4,queue=38veh|congestion=0.39|rain=N|festival=N|accident=N,53.3,Weekday,False,Clear,False,0.0,False,False,False,0.388,True,56,24.2,31.3,135.5,0.079,0.182,0.974,Moderate traffic flow - standard adaptive signal timing in effect
DEC700135,2025-08-24 05:34:16,J034,Ulsoor,Parking Guidance,ARGUS-DT-v2.4.1,queue=25veh|congestion=0.30|rain=Y|festival=N|accident=N,Proceed to Nearest Lot,Weekend,False,Rain,True,16.1,False,False,False,0.301,True,62,35.3,21.0,131.0,0.111,0.256,0.914,Light rain detected - minor speed reduction advised
DEC700136,2026-03-29 09:43:28,J001,Silk Board,Priority Grant,ARGUS-DT-v2.4.1,queue=63veh|congestion=0.71|rain=N|festival=N|accident=N,Green Extension +12s,Weekend,False,Clear,False,0.0,False,True,False,0.498,True,50,23.2,32.1,124.5,0.092,0.211,0.982,Bus priority granted - green extension issued to reduce transit delay
DEC700137,2025-04-24 07:43:10,J007,Banashankari,Route Recommendation,ARGUS-DT-v2.4.1,queue=85veh|congestion=0.88|rain=Y|festival=N|accident=N,Alternate Route,Weekday,False,Rain,True,16.4,False,False,False,0.876,True,72,15.6,52.2,289.9,0.157,0.363,0.87,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
DEC700138,2025-05-18 16:24:47,J014,Electronic City Toll,Green Wave Coordination,ARGUS-DT-v2.3,queue=39veh|congestion=0.31|rain=N|festival=N|accident=N,Offset Synced,Weekend,False,Clear,False,0.0,False,False,False,0.169,True,59,30.6,8.2,90.3,0.069,0.16,0.941,Green wave coordination successful - maintain current corridor offset
DEC700139,2026-03-08 19:58:38,J007,Banashankari,Priority Grant,ARGUS-DT-v2.4.1,queue=35veh|congestion=0.49|rain=N|festival=N|accident=N,Green Extension +12s,Weekend,False,Clear,False,0.0,False,True,False,0.346,True,26,31.8,25.5,131.9,0.116,0.269,0.96,Bus priority granted - green extension issued to reduce transit delay
DEC700140,2026-01-25 07:46:20,J039,KR Market,Priority Grant,ARGUS-DT-v2.4,queue=48veh|congestion=0.58|rain=N|festival=N|accident=N,Full Preemption,Weekend,False,Clear,False,0.0,False,True,True,0.116,True,26,39.6,7.9,139.5,0.151,0.35,0.955,Ambulance priority active - all conflicting signals preempted for corridor clearance
DEC700141,2025-06-06 01:15:18,J025,Bannerghatta Road,Reroute Advisory,ARGUS-DT-v2.4.1,queue=30veh|congestion=0.22|rain=Y|festival=N|accident=N,No Reroute Needed,Weekday,False,Light Rain,True,6.5,False,False,False,0.142,False,77,30.4,6.6,132.1,0.09,0.207,0.851,Light rain detected - minor speed reduction advised
