event_id,timestamp,event_type,venue_junction_id,venue_junction_name,expected_attendance,day_type,is_festival,weather_condition,is_rain,rainfall_mm,is_accident_nearby,road_closure_active,congestion_index,congestion_level,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
EVT400116,2025-09-03 03:34:23,Concert,J012,Koramangala Sony World,11930,Weekday,False,Clear,False,0.0,False,False,0.16,Low,31.1,13.3,187.3,0.149,0.344,0.955,Normal free-flow traffic - standard signal timing maintained
EVT400117,2026-05-04 11:53:02,Concert,J011,Indiranagar 100ft Road,16125,Weekday,False,Rain,True,22.2,False,False,0.504,Moderate,19.5,41.7,126.6,0.082,0.189,0.902,Light rain detected - minor speed reduction advised
EVT400118,2025-10-25 05:40:11,Sports Fixture,J040,City Market,25519,Weekend,False,Rain,True,20.7,False,False,0.598,High,19.9,41.7,192.1,0.144,0.333,0.929,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT400119,2025-03-18 10:32:26,Local Market Day,J009,Majestic,4731,Weekday,False,Clear,False,0.0,False,False,0.581,High,23.7,37.4,336.0,0.25,0.578,0.977,Moderate traffic flow - standard adaptive signal timing in effect
EVT400120,2026-05-03 08:12:03,Sports Fixture,J030,MG Road,23859,Weekend,False,Clear,False,0.0,False,False,0.953,Severe,8.1,68.6,245.5,0.094,0.217,0.916,Heavy congestion detected - signal timing extended and reroute suggested
EVT400121,2026-01-06 17:24:02,Concert,J023,Basavanagudi,4287,Weekday,False,Clear,False,0.0,False,False,0.852,Severe,12.9,61.8,431.2,0.213,0.491,0.955,Heavy congestion detected - signal timing extended and reroute suggested
EVT400122,2025-10-24 22:05:36,Sports Fixture,J020,Malleshwaram Circle,18586,Weekday,False,Clear,False,0.0,False,False,0.418,Moderate,20.7,28.2,218.4,0.115,0.265,0.945,Moderate traffic flow - standard adaptive signal timing in effect
EVT400123,2025-05-18 06:56:11,Trade Fair,J030,MG Road,12532,Weekend,False,Light Rain,True,2.6,False,False,0.563,High,27.7,41.8,188.6,0.151,0.348,0.92,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT400124,2025-03-08 18:27:05,Trade Fair,J023,Basavanagudi,15258,Weekend,False,Clear,False,0.0,False,False,0.919,Severe,11.2,65.9,605.4,0.254,0.588,0.96,Heavy congestion detected - signal timing extended and reroute suggested
EVT400125,2026-01-24 15:44:39,Trade Fair,J030,MG Road,8319,Weekend,False,Clear,False,0.0,False,False,0.45,Moderate,27.0,32.4,157.3,0.122,0.283,0.946,Moderate traffic flow - standard adaptive signal timing in effect
EVT400126,2026-04-22 10:58:46,Concert,J011,Indiranagar 100ft Road,5927,Weekday,False,Fog,False,0.0,False,False,0.449,Moderate,25.2,36.6,244.5,0.183,0.424,0.988,Moderate traffic flow - standard adaptive signal timing in effect
EVT400127,2025-11-14 11:10:58,Local Market Day,J023,Basavanagudi,2015,Weekday,False,Clear,False,0.0,False,False,0.419,Moderate,24.6,33.8,239.5,0.158,0.365,0.959,Moderate traffic flow - standard adaptive signal timing in effect
EVT400128,2025-11-14 09:46:51,Political Rally,J012,Koramangala Sony World,7843,Weekday,False,Fog,False,0.0,False,False,0.891,Severe,9.4,65.7,581.1,0.245,0.566,0.929,Heavy congestion detected - signal timing extended and reroute suggested
EVT400129,2025-02-14 06:06:59,Local Market Day,J040,City Market,4150,Weekday,False,Clear,False,0.0,False,False,0.27,Low,35.3,19.5,126.7,0.12,0.277,0.967,Moderate traffic flow - standard adaptive signal timing in effect
EVT400130,2026-01-15 14:34:24,Religious Festival,J012,Koramangala Sony World,38844,Weekday,True,Clear,False,0.0,False,True,0.824,High,16.7,81.1,304.8,0.165,0.382,0.834,Road closure for event/procession - full detour recommended for through-traffic
EVT400131,2025-04-18 14:02:55,Sports Fixture,J012,Koramangala Sony World,14902,Weekday,False,Clear,False,0.0,False,False,0.223,Low,36.4,15.5,105.3,0.105,0.243,0.969,Normal free-flow traffic - standard signal timing maintained
EVT400132,2025-08-09 13:18:05,Local Market Day,J011,Indiranagar 100ft Road,2951,Weekend,False,Rain,True,17.5,False,False,0.435,Moderate,27.9,37.2,104.0,0.072,0.167,0.934,Light rain detected - minor speed reduction advised
EVT400133,2025-12-18 00:04:38,Sports Fixture,J023,Basavanagudi,43456,Weekday,False,Clear,False,0.0,False,False,0.309,Low,40.4,22.4,116.8,0.138,0.318,0.968,Moderate traffic flow - standard adaptive signal timing in effect
EVT400134,2026-06-16 08:03:39,Local Market Day,J030,MG Road,5358,Weekday,False,Clear,False,0.0,False,False,0.821,Severe,12.1,56.9,374.0,0.147,0.34,0.946,Heavy congestion detected - signal timing extended and reroute suggested
EVT400135,2026-06-07 20:10:49,Local Market Day,J040,City Market,5977,Weekend,False,Clear,False,0.0,False,False,0.539,Moderate,23.7,36.6,146.1,0.086,0.198,0.986,Moderate traffic flow - standard adaptive signal timing in effect
EVT400136,2025-05-03 19:48:32,Local Market Day,J030,MG Road,2680,Weekend,False,Clear,False,0.0,False,False,0.657,High,19.6,46.6,194.7,0.12,0.277,0.973,Moderate traffic flow - standard adaptive signal timing in effect
EVT400137,2026-01-14 18:46:20,Cultural Procession,J009,Majestic,17794,Weekday,True,Clear,False,0.0,False,False,1.0,Severe,6.5,75.9,653.3,0.203,0.468,0.879,Festival crowd surge detected - alternate route and extended cycle recommended
EVT400138,2025-03-14 08:26:25,Religious Festival,J040,City Market,42479,Weekday,True,Clear,False,0.0,False,True,1.0,Severe,7.6,96.4,473.9,0.166,0.382,0.83,Road closure for event/procession - full detour recommended for through-traffic
EVT400139,2025-08-02 11:26:34,Trade Fair,J012,Koramangala Sony World,10565,Weekend,False,Heavy Rain,True,40.1,False,False,0.698,High,17.7,52.8,328.1,0.184,0.424,0.922,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT400140,2025-01-16 07:58:24,Sports Fixture,J020,Malleshwaram Circle,19774,Weekday,False,Clear,False,0.0,False,False,0.897,Severe,11.5,59.9,472.9,0.218,0.504,0.945,Heavy congestion detected - signal timing extended and reroute suggested
EVT400141,2026-02-03 20:09:18,Concert,J023,Basavanagudi,7348,Weekday,False,Clear,False,0.0,False,False,0.741,High,17.8,48.5,340.2,0.208,0.48,0.951,Moderate traffic flow - standard adaptive signal timing in effect
EVT400142,2025-03-02 11:22:20,Political Rally,J031,Cubbon Road,14841,Weekend,False,Clear,False,0.0,False,False,0.375,Moderate,28.2,19.5,106.2,0.076,0.175,0.958,Moderate traffic flow - standard adaptive signal timing in effect
EVT400143,2025-06-23 22:18:52,Trade Fair,J009,Majestic,9683,Weekday,False,Rain,True,14.3,False,False,0.449,Moderate,26.6,28.5,114.0,0.078,0.179,0.886,Light rain detected - minor speed reduction advised
EVT400144,2025-03-03 14:18:16,Concert,J023,Basavanagudi,10709,Weekday,False,Clear,False,0.0,False,False,0.218,Low,31.6,13.7,141.9,0.102,0.235,0.975,Normal free-flow traffic - standard signal timing maintained
EVT400145,2025-11-25 15:13:18,Local Market Day,J020,Malleshwaram Circle,4907,Weekday,False,Clear,False,0.0,False,False,0.214,Low,31.9,14.1,197.4,0.171,0.395,0.971,Normal free-flow traffic - standard signal timing maintained
EVT400146,2026-03-26 20:35:52,Religious Festival,J040,City Market,20450,Weekday,True,Clear,False,0.0,False,False,0.809,Severe,17.6,59.2,180.0,0.109,0.252,0.884,Festival crowd surge detected - alternate route and extended cycle recommended
EVT400147,2025-10-29 12:53:33,Trade Fair,J012,Koramangala Sony World,7786,Weekday,False,Clear,False,0.0,False,False,0.256,Low,29.4,17.8,221.1,0.16,0.37,0.99,Moderate traffic flow - standard adaptive signal timing in effect
EVT400148,2025-01-16 20:09:23,Local Market Day,J012,Koramangala Sony World,4603,Weekday,False,Fog,False,0.0,False,False,0.673,High,17.7,46.0,336.0,0.213,0.493,0.947,Moderate traffic flow - standard adaptive signal timing in effect
EVT400149,2025-01-05 19:47:43,Concert,J011,Indiranagar 100ft Road,9040,Weekend,False,Fog,False,0.0,False,False,0.697,High,17.8,48.1,320.3,0.205,0.474,0.932,Moderate traffic flow - standard adaptive signal timing in effect
EVT400150,2026-04-15 07:35:20,Religious Festival,J030,MG Road,38631,Weekday,True,Rain,True,21.1,False,True,1.0,Severe,7.5,107.1,378.2,0.155,0.359,0.77,Road closure for event/procession - full detour recommended for through-traffic
EVT400151,2026-02-09 18:04:19,Local Market Day,J020,Malleshwaram Circle,7439,Weekday,False,Clear,False,0.0,False,False,1.0,Severe,8.2,69.9,777.8,0.254,0.586,0.92,Heavy congestion detected - signal timing extended and reroute suggested
EVT400152,2026-02-28 18:35:31,Local Market Day,J040,City Market,4367,Weekend,False,Clear,False,0.0,False,False,0.825,Severe,15.1,57.0,436.9,0.234,0.542,0.936,Heavy congestion detected - signal timing extended and reroute suggested
EVT400153,2025-01-01 18:14:55,Local Market Day,J011,Indiranagar 100ft Road,2843,Weekday,False,Clear,False,0.0,False,False,1.0,Severe,8.5,72.9,380.9,0.13,0.301,0.914,Heavy congestion detected - signal timing extended and reroute suggested
EVT400154,2025-12-09 12:42:26,Political Rally,J030,MG Road,17153,Weekday,False,Clear,False,0.0,False,False,0.308,Low,24.5,23.8,235.1,0.164,0.378,0.948,Moderate traffic flow - standard adaptive signal timing in effect
EVT400155,2025-09-07 17:17:35,Sports Fixture,J023,Basavanagudi,20825,Weekend,False,Clear,False,0.0,False,False,0.737,High,20.8,51.4,346.7,0.249,0.575,0.952,Moderate traffic flow - standard adaptive signal timing in effect
EVT400156,2025-05-02 19:29:34,Cultural Procession,J020,Malleshwaram Circle,20112,Weekday,True,Clear,False,0.0,False,False,1.0,Severe,8.2,71.5,472.0,0.166,0.384,0.884,Festival crowd surge detected - alternate route and extended cycle recommended
EVT400157,2025-01-02 19:59:00,Local Market Day,J011,Indiranagar 100ft Road,3673,Weekday,False,Clear,False,0.0,False,False,0.686,High,20.4,48.1,214.1,0.127,0.294,0.94,Moderate traffic flow - standard adaptive signal timing in effect
EVT400158,2025-02-17 19:22:30,Sports Fixture,J030,MG Road,27987,Weekday,False,Clear,False,0.0,False,False,0.96,Severe,8.2,68.3,320.8,0.123,0.283,0.951,Heavy congestion detected - signal timing extended and reroute suggested
EVT400159,2025-12-01 15:43:40,Sports Fixture,J040,City Market,14115,Weekday,False,Clear,False,0.0,False,False,0.526,Moderate,22.8,34.8,205.7,0.159,0.366,0.966,Moderate traffic flow - standard adaptive signal timing in effect
EVT400160,2025-01-19 13:56:59,Political Rally,J030,MG Road,13115,Weekend,False,Clear,False,0.0,False,False,0.284,Low,37.5,17.8,132.6,0.137,0.316,0.958,Moderate traffic flow - standard adaptive signal timing in effect
EVT400161,2025-02-27 07:42:57,Concert,J023,Basavanagudi,11557,Weekday,False,Clear,False,0.0,False,False,0.801,Severe,14.9,56.1,238.5,0.126,0.291,0.962,Heavy congestion detected - signal timing extended and reroute suggested
EVT400162,2025-06-29 13:38:00,Concert,J009,Majestic,7613,Weekend,False,Clear,False,0.0,False,False,0.311,Low,23.3,23.9,271.7,0.183,0.422,0.962,Moderate traffic flow - standard adaptive signal timing in effect
EVT400163,2025-07-02 18:12:14,Local Market Day,J030,MG Road,2241,Weekday,False,Clear,False,0.0,False,False,0.949,Severe,10.5,72.5,280.5,0.137,0.316,0.933,Heavy congestion detected - signal timing extended and reroute suggested
EVT400164,2025-09-12 16:16:28,Concert,J030,MG Road,8551,Weekday,False,Clear,False,0.0,False,False,0.47,Moderate,28.8,32.8,68.6,0.069,0.16,0.937,Moderate traffic flow - standard adaptive signal timing in effect
EVT400165,2026-04-06 16:29:00,Concert,J009,Majestic,12620,Weekday,False,Clear,False,0.0,False,False,0.606,High,22.5,39.3,260.9,0.202,0.466,0.966,Moderate traffic flow - standard adaptive signal timing in effect
EVT400166,2025-04-05 10:18:12,Concert,J040,City Market,13399,Weekend,False,Clear,False,0.0,True,False,1.0,Severe,8.6,64.5,706.0,0.245,0.566,0.741,Accident detected nearby - reroute and reduced speed advised
EVT400167,2025-02-24 16:27:50,Sports Fixture,J012,Koramangala Sony World,28139,Weekday,False,Clear,False,0.0,False,False,0.746,High,18.5,47.6,277.3,0.184,0.426,0.947,Moderate traffic flow - standard adaptive signal timing in effect
EVT400168,2026-04-21 19:01:06,Local Market Day,J012,Koramangala Sony World,4517,Weekday,False,Clear,False,0.0,False,False,1.0,Severe,8.3,73.4,279.9,0.1,0.23,0.912,Heavy congestion detected - signal timing extended and reroute suggested
EVT400169,2026-06-24 08:23:53,Political Rally,J012,Koramangala Sony World,12389,Weekday,False,Clear,False,0.0,False,False,1.0,Severe,8.3,70.4,418.4,0.154,0.355,0.918,Heavy congestion detected - signal timing extended and reroute suggested
EVT400170,2026-02-19 21:31:17,Sports Fixture,J020,Malleshwaram Circle,23065,Weekday,False,Fog,False,0.0,True,False,0.844,Severe,15.4,60.9,251.9,0.133,0.306,0.731,Accident detected nearby - reroute and reduced speed advised
EVT400171,2026-01-04 14:23:24,Local Market Day,J020,Malleshwaram Circle,5203,Weekend,False,Clear,False,0.0,False,False,0.368,Moderate,24.4,25.2,134.4,0.086,0.198,0.96,Moderate traffic flow - standard adaptive signal timing in effect
EVT400172,2025-01-05 18:16:12,Local Market Day,J011,Indiranagar 100ft Road,4425,Weekend,False,Clear,False,0.0,False,False,0.842,Severe,12.8,56.9,457.6,0.209,0.483,0.937,Heavy congestion detected - signal timing extended and reroute suggested
EVT400173,2025-11-17 08:27:50,Sports Fixture,J040,City Market,30775,Weekday,False,Clear,False,0.0,False,False,1.0,Severe,7.8,69.7,443.2,0.144,0.333,0.911,Heavy congestion detected - signal timing extended and reroute suggested
EVT400174,2025-06-11 16:28:49,Trade Fair,J030,MG Road,10265,Weekday,False,Rain,True,16.1,False,False,0.793,Severe,19.0,55.1,316.8,0.218,0.504,0.902,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT400175,2025-05-15 07:00:13,Sports Fixture,J030,MG Road,27140,Weekday,False,Clear,False,0.0,False,False,0.526,Moderate,23.0,35.2,182.4,0.131,0.302,0.974,Moderate traffic flow - standard adaptive signal timing in effect
EVT400176,2026-06-26 08:57:09,Sports Fixture,J009,Majestic,14408,Weekday,False,Clear,False,0.0,False,False,1.0,Severe,8.1,71.1,458.4,0.154,0.355,0.933,Heavy congestion detected - signal timing extended and reroute suggested
EVT400177,2026-03-13 09:21:10,Political Rally,J023,Basavanagudi,20163,Weekday,False,Clear,False,0.0,False,False,1.0,Severe,7.7,72.1,594.5,0.189,0.437,0.884,Heavy congestion detected - signal timing extended and reroute suggested
EVT400178,2025-11-13 16:05:27,Local Market Day,J020,Malleshwaram Circle,2581,Weekday,False,Rain,True,7.8,False,False,0.615,High,26.3,45.9,252.8,0.199,0.459,0.916,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT400179,2025-11-19 09:42:05,Local Market Day,J012,Koramangala Sony World,4741,Weekday,False,Clear,False,0.0,False,False,0.936,Severe,11.0,67.7,431.3,0.17,0.392,0.92,Heavy congestion detected - signal timing extended and reroute suggested
EVT400180,2026-02-03 21:38:48,Concert,J023,Basavanagudi,14437,Weekday,False,Clear,False,0.0,False,False,0.404,Moderate,25.1,26.3,132.3,0.112,0.259,0.951,Moderate traffic flow - standard adaptive signal timing in effect
EVT400181,2026-03-14 10:26:12,Concert,J009,Majestic,13924,Weekend,False,Clear,False,0.0,False,False,0.676,High,12.4,48.1,198.6,0.08,0.186,0.965,Moderate traffic flow - standard adaptive signal timing in effect
EVT400182,2025-05-21 20:08:35,Concert,J023,Basavanagudi,13641,Weekday,False,Clear,False,0.0,False,False,0.71,High,15.4,56.7,345.5,0.188,0.433,0.957,Moderate traffic flow - standard adaptive signal timing in effect
EVT400183,2026-06-12 15:54:35,Trade Fair,J012,Koramangala Sony World,9033,Weekday,False,Clear,False,0.0,False,False,0.377,Moderate,32.4,24.0,168.4,0.144,0.332,0.961,Moderate traffic flow - standard adaptive signal timing in effect
EVT400184,2026-06-06 19:46:43,Trade Fair,J030,MG Road,5383,Weekend,False,Clear,False,0.0,False,False,0.644,High,19.5,43.6,289.9,0.163,0.376,0.977,Moderate traffic flow - standard adaptive signal timing in effect
EVT400185,2026-02-12 05:09:45,Local Market Day,J009,Majestic,2391,Weekday,False,Clear,False,0.0,False,False,0.125,Low,31.5,11.1,120.5,0.092,0.213,0.963,Normal free-flow traffic - standard signal timing maintained
EVT400186,2025-01-02 18:26:15,Local Market Day,J012,Koramangala Sony World,6193,Weekday,False,Clear,False,0.0,False,False,0.96,Severe,11.7,70.6,450.0,0.182,0.42,0.914,Heavy congestion detected - signal timing extended and reroute suggested
EVT400187,2025-10-16 07:44:14,Local Market Day,J040,City Market,4449,Weekday,False,Clear,False,0.0,False,False,0.695,High,13.1,52.6,257.4,0.126,0.291,0.963,Moderate traffic flow - standard adaptive signal timing in effect
EVT400188,2026-05-18 13:01:54,Concert,J040,City Market,10795,Weekday,False,Fog,False,0.0,False,False,0.197,Low,37.2,8.2,160.1,0.153,0.354,0.959,Normal free-flow traffic - standard signal timing maintained
EVT400189,2025-06-15 12:21:44,Concert,J009,Majestic,19404,Weekend,False,Light Rain,True,4.9,False,False,0.496,Moderate,26.5,36.2,211.1,0.159,0.367,0.922,Light rain detected - minor speed reduction advised
EVT400190,2025-11-07 09:37:13,Trade Fair,J012,Koramangala Sony World,3212,Weekday,False,Clear,False,0.0,False,False,0.89,Severe,11.1,59.9,350.1,0.166,0.384,0.947,Heavy congestion detected - signal timing extended and reroute suggested
EVT400191,2025-01-27 00:52:56,Religious Festival,J030,MG Road,39408,Weekday,True,Clear,False,0.0,False,False,0.571,High,28.6,40.4,171.7,0.144,0.333,0.921,Festival crowd surge detected - alternate route and extended cycle recommended
EVT400192,2025-12-30 10:35:00,Local Market Day,J011,Indiranagar 100ft Road,2457,Weekday,False,Clear,False,0.0,False,False,0.608,High,20.6,42.0,140.0,0.104,0.24,0.962,Moderate traffic flow - standard adaptive signal timing in effect
EVT400193,2025-10-31 11:21:03,Local Market Day,J031,Cubbon Road,2006,Weekday,False,Clear,False,0.0,False,False,0.346,Low,28.7,22.2,231.8,0.175,0.404,0.969,Moderate traffic flow - standard adaptive signal timing in effect
EVT400194,2025-10-20 18:57:01,Fireworks Display,J030,MG Road,27729,Weekday,True,Clear,False,0.0,False,False,1.0,Severe,7.5,68.3,749.4,0.226,0.522,0.848,Festival crowd surge detected - alternate route and extended cycle recommended
EVT400195,2026-02-17 21:29:31,Trade Fair,J020,Malleshwaram Circle,11787,Weekday,False,Clear,False,0.0,False,False,0.316,Low,29.2,27.3,202.3,0.17,0.392,0.983,Moderate traffic flow - standard adaptive signal timing in effect
EVT400196,2025-06-18 10:05:42,Local Market Day,J031,Cubbon Road,2891,Weekday,False,Clear,False,0.0,False,False,0.754,Severe,14.8,49.9,290.1,0.165,0.38,0.968,Heavy congestion detected - signal timing extended and reroute suggested
