record_id,timestamp,junction_id,junction_name,neighbor_junction_id,neighbor_junction_name,approach_direction,num_lanes,day_type,is_festival,weather_condition,is_rain,rainfall_mm,is_accident,priority_class,incoming_vehicle_count,queue_length_vehicles,requested_green_time_sec,granted_green_time_sec,negotiation_rounds,negotiation_outcome,congestion_index,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
JN100097,2025-04-08 06:05:48,J004,Hebbal,J018,Nagawara,North,3,Weekday,False,Clear,False,0.0,False,Normal,22,15,20.6,48.8,1,Accepted,0.101,39.3,6.8,27.8,0.021,0.048,0.972,Normal free-flow traffic - standard signal timing maintained
JN100098,2025-07-28 20:36:01,J007,Banashankari,J009,Majestic,South,4,Weekday,False,Clear,False,0.0,False,Bus,38,27,42.9,41.1,3,Priority Granted (Bus),0.434,30.6,19.5,103.6,0.084,0.195,0.99,Bus priority granted - green extension issued to reduce transit delay
JN100099,2025-11-06 18:21:53,J013,HSR BDA Complex,J034,Ulsoor,East,2,Weekday,False,Clear,False,0.0,False,Normal,73,64,48.9,48.9,1,Accepted,0.901,12.4,59.6,186.5,0.091,0.211,0.927,Heavy congestion detected - signal timing extended and reroute suggested
JN100100,2026-06-20 23:21:38,J007,Banashankari,J042,Anand Rao Circle,South,3,Weekend,False,Clear,False,0.0,False,Normal,22,14,19.8,44.0,1,Accepted,0.09,30.4,5.8,95.9,0.077,0.179,0.961,Normal free-flow traffic - standard signal timing maintained
JN100101,2025-11-25 18:48:14,J022,Rajajinagar,J009,Majestic,North,3,Weekday,False,Fog,False,0.0,False,Bus,56,46,54.5,52.9,4,Priority Granted (Bus),0.888,9.3,38.0,267.2,0.094,0.217,0.928,Bus priority granted - green extension issued to reduce transit delay
JN100102,2025-06-25 10:16:25,J041,Chalukya Circle,J018,Nagawara,West,2,Weekday,False,Heavy Rain,True,40.6,False,Normal,67,62,50.8,39.0,4,Counter-Offer Accepted,0.938,11.0,59.9,276.2,0.109,0.252,0.858,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN100103,2026-06-11 10:39:06,J035,Domlur,J031,Cubbon Road,North,3,Weekday,False,Heavy Rain,True,37.4,False,Normal,54,49,37.8,42.3,1,Accepted,0.867,10.9,56.2,287.1,0.11,0.255,0.885,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN100104,2026-02-04 10:07:50,J036,HAL Airport Road,J029,Old Airport Road,South,3,Weekday,False,Clear,False,0.0,False,Normal,51,45,36.6,46.9,2,Accepted,0.647,17.7,47.3,164.5,0.085,0.196,0.961,Moderate traffic flow - standard adaptive signal timing in effect
JN100105,2025-09-07 16:29:51,J024,JP Nagar,J004,Hebbal,West,3,Weekend,False,Rain,True,20.6,False,Bus,38,34,44.2,42.4,3,Priority Granted (Bus),0.535,23.4,22.6,50.1,0.047,0.108,0.905,Bus priority granted - green extension issued to reduce transit delay
JN100106,2025-08-08 17:27:42,J028,Tumkur Road,J031,Cubbon Road,North,3,Weekday,False,Clear,False,0.0,False,Normal,50,43,36.2,42.5,1,Accepted,0.8,17.7,53.7,215.6,0.123,0.284,0.949,Heavy congestion detected - signal timing extended and reroute suggested
JN100107,2026-02-27 22:12:36,J031,Cubbon Road,J020,Malleshwaram Circle,South,4,Weekday,False,Fog,False,0.0,False,Normal,19,12,17.0,34.7,2,Accepted,0.144,31.4,12.1,57.9,0.059,0.137,0.969,Normal free-flow traffic - standard signal timing maintained
JN100108,2025-01-22 21:28:38,J012,Koramangala Sony World,J015,Bellandur,West,3,Weekday,False,Clear,False,0.0,False,Normal,31,25,27.3,45.4,2,Accepted,0.254,32.6,11.1,126.0,0.103,0.237,0.968,Moderate traffic flow - standard adaptive signal timing in effect
JN100109,2025-01-20 08:55:31,J017,Whitefield ITPL,J019,RT Nagar,East,2,Weekday,False,Clear,False,0.0,False,Bus,81,69,64.6,59.2,4,Priority Granted (Bus),0.891,8.1,33.5,310.0,0.107,0.247,0.94,Bus priority granted - green extension issued to reduce transit delay
JN100110,2025-01-13 11:02:17,J040,City Market,J008,Jayanagar 4th Block,West,4,Weekday,False,Clear,False,0.0,False,Normal,28,24,27.4,46.7,2,Accepted,0.404,25.4,23.0,103.5,0.079,0.182,0.951,Moderate traffic flow - standard adaptive signal timing in effect
JN100111,2025-12-18 07:34:48,J041,Chalukya Circle,J022,Rajajinagar,West,3,Weekday,False,Clear,False,0.0,False,Ambulance,44,37,75.0,80.0,1,Preempted (Ambulance),0.454,31.8,4.0,22.0,0.021,0.049,0.969,Ambulance priority active - all conflicting signals preempted for corridor clearance
JN100112,2025-08-20 18:25:02,J037,Kadugodi,J036,HAL Airport Road,South,2,Weekday,False,Rain,True,13.2,False,Normal,76,70,50.6,43.8,2,Counter-Offer Accepted,0.927,8.2,60.5,311.7,0.113,0.261,0.865,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN100113,2026-06-19 18:04:43,J020,Malleshwaram Circle,J028,Tumkur Road,North,3,Weekday,False,Rain,True,15.0,False,Normal,60,54,43.3,40.5,1,Accepted,0.934,10.2,62.2,220.1,0.1,0.231,0.886,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN100114,2025-12-08 12:37:33,J009,Majestic,J001,Silk Board,West,2,Weekday,False,Clear,False,0.0,False,Bus,27,16,33.5,31.7,2,Priority Granted (Bus),0.138,33.9,5.0,32.6,0.013,0.03,0.974,Bus priority granted - green extension issued to reduce transit delay
JN100115,2025-01-26 16:21:30,J005,Yeshwantpur,J010,Shivajinagar,South,3,Weekend,True,Clear,False,0.0,False,Normal,35,25,19.5,36.7,2,Accepted,0.545,16.0,39.7,215.8,0.118,0.272,0.933,Festival crowd surge detected - alternate route and extended cycle recommended
JN100116,2026-05-19 18:34:09,J003,KR Puram,J011,Indiranagar 100ft Road,East,4,Weekday,False,Clear,False,0.0,False,Normal,56,47,40.3,36.2,2,Counter-Offer Accepted,0.944,11.7,59.2,199.0,0.117,0.27,0.932,Heavy congestion detected - signal timing extended and reroute suggested
JN100117,2026-05-10 09:55:47,J004,Hebbal,J015,Bellandur,North,2,Weekend,False,Fog,False,0.0,False,Normal,58,48,40.9,48.5,2,Accepted,0.537,28.7,28.2,117.7,0.095,0.219,0.968,Moderate traffic flow - standard adaptive signal timing in effect
JN100118,2025-05-17 10:29:22,J034,Ulsoor,J042,Anand Rao Circle,East,2,Weekend,False,Clear,False,0.0,False,Normal,33,27,24.4,41.2,2,Accepted,0.309,35.1,23.1,89.1,0.072,0.166,0.968,Moderate traffic flow - standard adaptive signal timing in effect
JN100119,2025-03-26 07:52:01,J015,Bellandur,J026,Hosur Road,West,2,Weekday,False,Clear,False,0.0,False,Normal,53,48,37.2,42.7,2,Accepted,0.7,19.2,50.8,102.9,0.062,0.144,0.949,Moderate traffic flow - standard adaptive signal timing in effect
JN100120,2025-03-07 19:39:35,J021,Vijayanagar,J014,Electronic City Toll,South,3,Weekday,False,Clear,False,0.0,False,Normal,42,36,26.7,41.2,2,Accepted,0.642,19.2,44.1,110.1,0.087,0.202,0.978,Moderate traffic flow - standard adaptive signal timing in effect
JN100121,2026-01-04 21:41:37,J033,Trinity Circle,J013,HSR BDA Complex,North,4,Weekend,False,Clear,False,0.0,False,Normal,27,21,22.3,52.3,2,Accepted,0.111,35.7,2.0,44.3,0.034,0.08,0.953,Normal free-flow traffic - standard signal timing maintained
JN100122,2025-02-12 08:16:36,J018,Nagawara,J038,Varthur,East,3,Weekday,False,Clear,False,0.0,False,Normal,53,45,36.4,39.6,2,Accepted,0.753,18.9,50.9,206.2,0.121,0.28,0.986,Heavy congestion detected - signal timing extended and reroute suggested
JN100123,2025-01-14 08:01:44,J027,Mysore Road,J022,Rajajinagar,North,3,Weekday,True,Clear,False,0.0,False,Bus,53,48,52.9,46.7,2,Priority Granted (Bus),0.913,12.2,37.5,225.5,0.112,0.258,0.885,Bus priority granted - green extension issued to reduce transit delay
JN100124,2025-06-28 05:07:55,J003,KR Puram,J018,Nagawara,South,3,Weekend,False,Clear,False,0.0,False,Normal,14,11,21.1,47.9,1,Accepted,0.029,34.0,3.1,54.3,0.04,0.094,0.965,Normal free-flow traffic - standard signal timing maintained
JN100125,2025-02-03 16:39:07,J038,Varthur,J005,Yeshwantpur,West,4,Weekday,False,Clear,False,0.0,False,Normal,32,26,22.9,38.1,1,Accepted,0.468,23.7,28.8,162.9,0.107,0.248,0.974,Moderate traffic flow - standard adaptive signal timing in effect
JN100126,2025-04-26 19:14:44,J016,Sarjapur Road,J024,JP Nagar,North,2,Weekend,False,Clear,False,0.0,False,Bus,43,37,49.1,47.2,4,Priority Granted (Bus),0.5,19.7,22.0,51.1,0.039,0.09,0.955,Bus priority granted - green extension issued to reduce transit delay
JN100127,2025-03-15 20:31:51,J026,Hosur Road,J014,Electronic City Toll,South,2,Weekend,True,Clear,False,0.0,False,Normal,46,41,33.3,45.3,1,Accepted,0.479,24.5,32.1,132.3,0.094,0.218,0.894,Moderate traffic flow - standard adaptive signal timing in effect
JN100128,2026-04-29 09:50:38,J040,City Market,J001,Silk Board,West,4,Weekday,False,Rain,True,12.8,False,Bus,45,40,44.8,39.7,3,Priority Granted (Bus),0.936,9.8,38.7,231.0,0.097,0.225,0.881,Bus priority granted - green extension issued to reduce transit delay
JN100129,2026-05-07 18:08:07,J035,Domlur,J014,Electronic City Toll,South,2,Weekday,False,Rain,True,12.2,False,Bus,70,65,68.3,64.7,2,Priority Granted (Bus),0.878,12.9,31.6,112.1,0.051,0.118,0.882,Bus priority granted - green extension issued to reduce transit delay
JN100130,2025-04-04 11:04:55,J024,JP Nagar,J039,KR Market,North,4,Weekday,False,Clear,False,0.0,False,Normal,27,22,24.3,45.0,2,Accepted,0.344,31.0,23.7,96.0,0.076,0.175,0.97,Moderate traffic flow - standard adaptive signal timing in effect
JN100131,2026-03-03 14:11:04,J014,Electronic City Toll,J006,Tin Factory,South,4,Weekday,False,Fog,False,0.0,False,Bus,16,10,32.3,32.0,2,Priority Granted (Bus),0.086,50.1,5.9,20.6,0.031,0.072,0.955,Bus priority granted - green extension issued to reduce transit delay
JN100132,2025-02-17 11:03:51,J002,Marathahalli,J028,Tumkur Road,North,2,Weekday,False,Fog,False,0.0,False,Bus,24,19,41.0,36.7,4,Priority Granted (Bus),0.263,29.4,9.8,53.8,0.041,0.094,0.981,Bus priority granted - green extension issued to reduce transit delay
JN100133,2025-12-27 21:34:40,J041,Chalukya Circle,J003,KR Puram,East,4,Weekend,False,Clear,False,0.0,False,Normal,17,11,20.0,41.6,2,Accepted,0.136,36.1,14.3,50.9,0.027,0.063,0.982,Normal free-flow traffic - standard signal timing maintained
JN100134,2026-05-19 18:50:02,J036,HAL Airport Road,J038,Varthur,North,3,Weekday,False,Clear,False,0.0,False,Normal,53,51,37.9,35.7,1,Accepted,0.945,9.8,58.8,267.5,0.092,0.213,0.912,Heavy congestion detected - signal timing extended and reroute suggested
JN100135,2025-12-20 19:28:11,J019,RT Nagar,J028,Tumkur Road,East,3,Weekend,False,Clear,False,0.0,False,Bus,46,37,45.9,41.2,2,Priority Granted (Bus),0.531,26.8,22.3,102.7,0.065,0.151,0.947,Bus priority granted - green extension issued to reduce transit delay
JN100136,2025-05-05 18:48:47,J030,MG Road,J031,Cubbon Road,East,2,Weekday,False,Heavy Rain,True,25.8,False,Normal,64,61,49.0,42.1,2,Counter-Offer Accepted,0.931,11.2,64.7,234.5,0.096,0.221,0.881,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN100137,2025-06-10 16:22:10,J028,Tumkur Road,J033,Trinity Circle,North,3,Weekday,False,Clear,False,0.0,False,Normal,31,27,29.1,26.1,2,Counter-Offer Accepted,0.487,23.6,26.6,134.2,0.105,0.242,0.941,Moderate traffic flow - standard adaptive signal timing in effect
JN100138,2026-05-08 11:35:59,J023,Basavanagudi,J032,Richmond Circle,South,3,Weekday,False,Clear,False,0.0,False,Normal,30,26,23.6,42.3,2,Accepted,0.165,29.6,10.5,77.2,0.055,0.126,0.973,Normal free-flow traffic - standard signal timing maintained
JN100139,2025-10-15 09:39:40,J025,Bannerghatta Road,J038,Varthur,West,4,Weekday,False,Heavy Rain,True,41.5,False,Normal,55,46,34.6,33.7,2,Accepted,0.95,11.2,66.5,293.8,0.126,0.29,0.871,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN100140,2025-02-04 09:19:34,J002,Marathahalli,J004,Hebbal,West,2,Weekday,False,Clear,False,0.0,False,Normal,77,73,48.9,39.0,4,Counter-Offer Accepted,0.938,13.1,61.5,242.3,0.124,0.288,0.922,Heavy congestion detected - signal timing extended and reroute suggested
JN100141,2025-09-20 18:05:27,J036,HAL Airport Road,J009,Majestic,East,2,Weekend,False,Clear,False,0.0,False,Bus,55,50,53.5,50.8,3,Priority Granted (Bus),0.596,20.9,19.1,182.6,0.105,0.243,0.965,Bus priority granted - green extension issued to reduce transit delay
JN100142,2025-10-09 13:43:09,J024,JP Nagar,J006,Tin Factory,North,2,Weekday,False,Clear,False,0.0,False,Bus,27,23,35.9,32.1,3,Priority Granted (Bus),0.103,36.6,3.4,75.9,0.082,0.188,0.986,Bus priority granted - green extension issued to reduce transit delay
JN100143,2026-06-03 18:16:37,J010,Shivajinagar,J033,Trinity Circle,East,4,Weekday,False,Rain,True,11.1,False,Normal,51,45,34.7,39.4,2,Accepted,0.937,11.6,63.5,186.4,0.102,0.236,0.887,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN100144,2026-04-25 20:51:17,J041,Chalukya Circle,J026,Hosur Road,West,3,Weekend,False,Fog,False,0.0,False,Normal,23,18,19.6,44.6,1,Accepted,0.213,35.0,19.4,46.6,0.043,0.099,0.972,Normal free-flow traffic - standard signal timing maintained
JN100145,2025-09-05 09:13:25,J004,Hebbal,J009,Majestic,West,3,Weekday,True,Heavy Rain,True,37.4,True,Normal,56,53,38.4,37.5,1,Accepted,0.941,11.1,66.5,326.6,0.143,0.329,0.686,Accident detected nearby - reroute and reduced speed advised
JN100146,2025-06-01 17:13:00,J009,Majestic,J040,City Market,West,4,Weekend,False,Heavy Rain,True,67.7,False,Normal,40,35,36.6,33.2,4,Counter-Offer Accepted,0.794,15.1,52.2,201.5,0.105,0.242,0.895,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN100147,2026-02-12 09:04:20,J040,City Market,J023,Basavanagudi,North,4,Weekday,False,Fog,False,0.0,False,Bus,51,45,53.2,52.2,4,Priority Granted (Bus),0.907,12.4,37.6,133.2,0.065,0.151,0.909,Bus priority granted - green extension issued to reduce transit delay
JN100148,2026-05-06 08:08:22,J024,JP Nagar,J019,RT Nagar,North,4,Weekday,False,Clear,False,0.0,False,Bus,39,33,43.8,42.1,2,Priority Granted (Bus),0.73,17.3,28.2,132.0,0.064,0.147,0.963,Bus priority granted - green extension issued to reduce transit delay
JN100149,2025-07-15 16:43:43,J007,Banashankari,J032,Richmond Circle,West,2,Weekday,False,Clear,False,0.0,False,Normal,54,48,36.7,45.7,2,Accepted,0.561,19.3,35.0,153.6,0.096,0.222,0.943,Moderate traffic flow - standard adaptive signal timing in effect
JN100150,2025-03-17 21:57:26,J003,KR Puram,J008,Jayanagar 4th Block,South,4,Weekday,False,Clear,False,0.0,False,Normal,23,14,19.9,45.7,1,Accepted,0.137,36.6,3.1,52.1,0.042,0.097,0.955,Normal free-flow traffic - standard signal timing maintained
JN100151,2026-05-20 17:22:38,J031,Cubbon Road,J012,Koramangala Sony World,West,4,Weekday,False,Fog,False,0.0,False,Bus,41,39,45.4,44.1,3,Priority Granted (Bus),0.749,19.9,30.3,176.5,0.111,0.257,0.971,Bus priority granted - green extension issued to reduce transit delay
JN100152,2025-05-01 20:19:57,J035,Domlur,J022,Rajajinagar,North,2,Weekday,True,Clear,False,0.0,False,Normal,54,46,34.4,37.4,2,Accepted,0.738,18.6,51.4,197.1,0.134,0.309,0.911,Festival crowd surge detected - alternate route and extended cycle recommended
JN100153,2026-04-10 17:04:27,J040,City Market,J035,Domlur,North,4,Weekday,False,Rain,True,18.0,False,Bus,42,35,43.8,40.0,4,Priority Granted (Bus),0.826,13.3,30.7,226.5,0.09,0.208,0.929,Bus priority granted - green extension issued to reduce transit delay
JN100154,2026-05-31 15:00:20,J037,Kadugodi,J028,Tumkur Road,North,3,Weekend,False,Clear,False,0.0,False,Normal,17,11,19.6,50.1,1,Accepted,0.108,36.7,5.1,36.1,0.032,0.073,0.963,Normal free-flow traffic - standard signal timing maintained
JN100155,2026-06-25 05:25:43,J008,Jayanagar 4th Block,J022,Rajajinagar,North,4,Weekday,False,Heavy Rain,True,25.0,False,Bus,21,17,37.0,36.5,3,Priority Granted (Bus),0.319,35.8,12.9,117.1,0.114,0.264,0.927,Bus priority granted - green extension issued to reduce transit delay
JN100156,2026-02-27 08:43:11,J032,Richmond Circle,J007,Banashankari,North,3,Weekday,False,Clear,False,0.0,False,Bus,58,47,59.2,53.9,4,Priority Granted (Bus),0.863,11.9,32.5,117.7,0.058,0.133,0.938,Bus priority granted - green extension issued to reduce transit delay
JN100157,2025-05-04 10:33:04,J026,Hosur Road,J017,Whitefield ITPL,South,3,Weekend,False,Clear,False,0.0,False,Normal,28,24,26.9,45.4,1,Accepted,0.397,29.2,31.1,83.0,0.062,0.144,0.979,Moderate traffic flow - standard adaptive signal timing in effect
JN100158,2025-06-25 16:51:49,J023,Basavanagudi,J003,KR Puram,South,4,Weekday,False,Clear,False,0.0,False,Normal,31,26,24.0,40.7,1,Accepted,0.554,22.3,36.9,129.4,0.083,0.192,0.973,Moderate traffic flow - standard adaptive signal timing in effect
JN100159,2026-04-20 20:25:42,J023,Basavanagudi,J025,Bannerghatta Road,South,2,Weekday,False,Clear,False,0.0,False,Normal,48,40,33.1,37.2,1,Accepted,0.488,27.4,29.4,80.6,0.058,0.135,0.955,Moderate traffic flow - standard adaptive signal timing in effect
JN100160,2025-07-02 12:58:27,J032,Richmond Circle,J007,Banashankari,South,2,Weekday,False,Rain,True,17.3,False,Bus,32,22,39.4,36.1,3,Priority Granted (Bus),0.234,34.9,12.7,75.8,0.058,0.133,0.904,Bus priority granted - green extension issued to reduce transit delay
JN100161,2025-09-17 16:50:12,J016,Sarjapur Road,J020,Malleshwaram Circle,North,2,Weekday,False,Clear,False,0.0,False,Normal,48,45,36.4,44.8,2,Accepted,0.594,20.9,38.2,158.1,0.102,0.236,0.968,Moderate traffic flow - standard adaptive signal timing in effect
JN100162,2025-12-26 17:14:16,J016,Sarjapur Road,J025,Bannerghatta Road,East,2,Weekday,True,Clear,False,0.0,False,Bus,65,59,60.8,58.4,4,Priority Granted (Bus),0.841,10.4,33.2,167.1,0.086,0.199,0.888,Bus priority granted - green extension issued to reduce transit delay
JN100163,2025-10-05 18:37:33,J006,Tin Factory,J021,Vijayanagar,East,3,Weekend,False,Rain,True,15.3,False,Bus,51,45,52.3,50.1,3,Priority Granted (Bus),0.79,16.6,28.8,223.4,0.117,0.269,0.93,Bus priority granted - green extension issued to reduce transit delay
JN100164,2026-04-09 18:35:33,J014,Electronic City Toll,J001,Silk Board,North,2,Weekday,False,Clear,False,0.0,False,Normal,72,67,48.4,45.9,1,Accepted,0.922,11.2,62.9,255.3,0.103,0.237,0.941,Heavy congestion detected - signal timing extended and reroute suggested
JN100165,2025-10-23 17:26:02,J014,Electronic City Toll,J023,Basavanagudi,West,3,Weekday,False,Clear,False,0.0,False,Normal,41,36,32.3,36.6,2,Accepted,0.794,16.1,52.1,196.5,0.103,0.237,0.942,Heavy congestion detected - signal timing extended and reroute suggested
JN100166,2025-11-30 11:56:35,J037,Kadugodi,J034,Ulsoor,South,3,Weekend,False,Fog,False,0.0,False,Normal,19,11,23.6,43.7,1,Accepted,0.02,42.7,4.4,53.0,0.045,0.105,0.972,Normal free-flow traffic - standard signal timing maintained
JN100167,2025-02-20 08:54:28,J026,Hosur Road,J036,HAL Airport Road,North,3,Weekday,False,Clear,False,0.0,False,Bus,50,47,49.5,44.2,3,Priority Granted (Bus),0.905,12.5,36.2,184.2,0.107,0.247,0.947,Bus priority granted - green extension issued to reduce transit delay
JN100168,2025-12-16 07:31:30,J029,Old Airport Road,J041,Chalukya Circle,East,2,Weekday,False,Clear,False,0.0,False,Normal,53,48,45.1,54.9,2,Accepted,0.537,23.5,41.1,123.3,0.105,0.243,0.952,Moderate traffic flow - standard adaptive signal timing in effect
JN100169,2026-04-26 18:44:16,J039,KR Market,J015,Bellandur,East,2,Weekend,False,Clear,False,0.0,False,Normal,60,51,35.4,49.6,1,Accepted,0.605,20.7,42.2,152.5,0.106,0.246,0.972,Moderate traffic flow - standard adaptive signal timing in effect
JN100170,2025-08-28 14:10:31,J035,Domlur,J004,Hebbal,South,2,Weekday,True,Clear,False,0.0,False,Normal,43,33,31.8,46.7,1,Accepted,0.335,27.3,14.5,74.5,0.062,0.144,0.911,Moderate traffic flow - standard adaptive signal timing in effect
JN100171,2025-11-26 11:36:07,J016,Sarjapur Road,J036,HAL Airport Road,East,2,Weekday,False,Rain,True,16.7,False,Normal,41,36,33.3,58.3,1,Accepted,0.357,25.9,26.6,120.2,0.08,0.184,0.918,Light rain detected - minor speed reduction advised
JN100172,2025-06-09 08:54:32,J030,MG Road,J025,Bannerghatta Road,North,3,Weekday,False,Rain,True,20.4,False,Bus,62,48,47.6,47.5,2,Priority Granted (Bus),0.918,12.0,38.4,131.0,0.05,0.116,0.891,Bus priority granted - green extension issued to reduce transit delay
JN100173,2025-02-27 16:09:24,J037,Kadugodi,J041,Chalukya Circle,South,2,Weekday,False,Clear,False,0.0,False,Normal,32,28,27.7,47.1,2,Accepted,0.378,24.1,18.7,43.3,0.018,0.041,0.948,Moderate traffic flow - standard adaptive signal timing in effect
JN100174,2025-08-09 18:46:36,J030,MG Road,J005,Yeshwantpur,South,3,Weekend,False,Clear,False,0.0,True,Normal,49,47,33.1,43.2,2,Accepted,0.928,12.2,55.5,183.5,0.095,0.22,0.77,Accident detected nearby - reroute and reduced speed advised
