trip_id,timestamp,origin_junction_id,origin_junction_name,destination_junction_id,destination_junction_name,vehicle_type,day_type,is_festival,weather_condition,is_rain,rainfall_mm,is_accident_on_route,bus_priority_active,ambulance_priority_active,distance_km,alternate_route_available,recommended_route,recommended_speed_kmph,congestion_index,predicted_waiting_time_sec,predicted_travel_time_sec,estimated_time_saved_sec,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
TRIP200098,2025-03-11 09:48:32,J038,Varthur,J030,MG Road,Car,Weekday,False,Clear,False,0.0,False,False,False,3.45,False,Primary Route,14.4,0.833,53.0,946.3,0.0,0.448,1.035,0.947,Heavy congestion detected - signal timing extended and reroute suggested
TRIP200099,2025-10-01 17:50:34,J018,Nagawara,J006,Tin Factory,Auto-Rickshaw,Weekday,False,Clear,False,0.0,False,False,False,6.48,True,Alternate Route,17.7,0.725,49.4,1323.0,318.9,0.557,1.287,0.96,Moderate traffic flow - standard adaptive signal timing in effect
TRIP200100,2026-02-10 15:07:49,J034,Ulsoor,J004,Hebbal,Car,Weekday,False,Clear,False,0.0,False,False,False,2.81,True,Primary Route,40.2,0.206,11.3,273.8,0.0,0.27,0.624,0.948,Normal free-flow traffic - standard signal timing maintained
TRIP200101,2025-07-20 08:52:54,J034,Ulsoor,J026,Hosur Road,Auto-Rickshaw,Weekend,False,Clear,False,0.0,False,False,False,8.66,True,Alternate Route,23.4,0.486,35.1,1334.9,189.7,0.655,1.513,0.974,Moderate traffic flow - standard adaptive signal timing in effect
TRIP200102,2026-05-01 16:52:33,J024,JP Nagar,J001,Silk Board,Two-Wheeler,Weekday,True,Clear,False,0.0,False,False,False,6.01,True,Alternate Route,28.6,0.571,36.9,800.0,26.7,0.296,0.684,0.946,Festival crowd surge detected - alternate route and extended cycle recommended
TRIP200103,2026-04-15 19:02:13,J028,Tumkur Road,J033,Trinity Circle,Two-Wheeler,Weekday,True,Clear,False,0.0,False,True,False,2.23,True,Alternate Route,27.2,0.591,40.0,357.2,101.1,0.121,0.28,0.918,Bus priority granted - green extension issued to reduce transit delay
TRIP200104,2025-06-29 14:16:09,J042,Anand Rao Circle,J039,KR Market,Two-Wheeler,Weekend,False,Clear,False,0.0,False,False,False,10.59,False,Primary Route,45.9,0.088,6.5,811.5,0.0,0.403,0.931,0.986,Normal free-flow traffic - standard signal timing maintained
TRIP200105,2026-03-17 17:56:38,J020,Malleshwaram Circle,J042,Anand Rao Circle,Bus,Weekday,False,Clear,False,0.0,False,True,False,3.06,True,Alternate Route,23.9,0.487,37.2,492.1,162.5,1.166,2.693,0.958,Bus priority granted - green extension issued to reduce transit delay
TRIP200106,2025-12-15 18:29:18,J010,Shivajinagar,J007,Banashankari,Two-Wheeler,Weekday,False,Clear,False,0.0,False,True,False,13.64,True,Alternate Route,24.7,0.519,30.4,1970.8,62.3,0.652,1.506,0.986,Bus priority granted - green extension issued to reduce transit delay
TRIP200107,2026-02-06 20:09:29,J027,Mysore Road,J014,Electronic City Toll,Car,Weekday,False,Clear,False,0.0,False,True,False,8.0,False,Primary Route,30.3,0.491,30.5,990.7,0.0,0.911,2.104,0.968,Bus priority granted - green extension issued to reduce transit delay
TRIP200108,2026-05-29 16:36:09,J007,Banashankari,J034,Ulsoor,Car,Weekday,False,Rain,True,7.5,False,False,False,2.02,True,Alternate Route,26.7,0.493,33.8,290.0,68.4,0.25,0.578,0.919,Light rain detected - minor speed reduction advised
TRIP200109,2025-07-09 14:49:41,J019,RT Nagar,J032,Richmond Circle,Car,Weekday,False,Heavy Rain,True,37.2,False,True,False,4.97,False,Primary Route,29.5,0.442,23.5,635.3,0.0,0.548,1.266,0.921,Bus priority granted - green extension issued to reduce transit delay
TRIP200110,2025-01-20 20:06:47,J002,Marathahalli,J041,Chalukya Circle,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,5.58,False,Primary Route,21.2,0.683,44.4,991.7,0.0,0.289,0.668,0.963,Moderate traffic flow - standard adaptive signal timing in effect
TRIP200111,2026-02-28 07:15:32,J034,Ulsoor,J017,Whitefield ITPL,Auto-Rickshaw,Weekend,False,Clear,False,0.0,False,True,False,4.91,False,Primary Route,33.5,0.196,17.1,534.7,0.0,0.312,0.721,0.972,Bus priority granted - green extension issued to reduce transit delay
TRIP200112,2025-12-08 19:34:12,J019,RT Nagar,J014,Electronic City Toll,Bus,Weekday,False,Clear,False,0.0,False,False,False,2.89,True,Alternate Route,18.3,0.498,38.7,556.6,141.3,1.129,2.608,0.978,Moderate traffic flow - standard adaptive signal timing in effect
TRIP200113,2026-06-24 17:05:29,J003,KR Puram,J024,JP Nagar,Two-Wheeler,Weekday,False,Rain,True,15.5,False,True,False,5.12,True,Alternate Route,30.9,0.46,25.6,617.2,171.0,0.236,0.545,0.914,Bus priority granted - green extension issued to reduce transit delay
TRIP200114,2026-01-02 09:16:51,J010,Shivajinagar,J016,Sarjapur Road,Auto-Rickshaw,Weekday,True,Clear,False,0.0,False,False,False,5.7,True,Alternate Route,18.8,0.658,44.0,1055.3,15.4,0.477,1.102,0.91,Festival crowd surge detected - alternate route and extended cycle recommended
TRIP200115,2025-01-14 22:19:02,J026,Hosur Road,J034,Ulsoor,Car,Weekday,True,Clear,False,0.0,False,False,False,5.95,False,Primary Route,27.6,0.483,31.5,786.5,0.0,0.676,1.562,0.903,Moderate traffic flow - standard adaptive signal timing in effect
TRIP200116,2025-04-20 22:40:26,J022,Rajajinagar,J032,Richmond Circle,Car,Weekend,False,Clear,False,0.0,False,False,False,5.51,False,Primary Route,31.8,0.187,10.9,667.0,0.0,0.514,1.187,0.99,Normal free-flow traffic - standard signal timing maintained
TRIP200117,2025-06-16 09:53:53,J002,Marathahalli,J030,MG Road,Car,Weekday,False,Clear,False,0.0,False,True,False,5.27,True,Alternate Route,28.1,0.402,26.2,699.0,77.7,0.573,1.324,0.97,Bus priority granted - green extension issued to reduce transit delay
TRIP200118,2026-06-10 07:04:57,J034,Ulsoor,J020,Malleshwaram Circle,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,6.64,True,Primary Route,29.6,0.421,30.4,874.3,0.0,0.302,0.698,0.944,Moderate traffic flow - standard adaptive signal timing in effect
TRIP200119,2025-04-16 10:07:33,J032,Richmond Circle,J012,Koramangala Sony World,Car,Weekday,False,Clear,False,0.0,False,True,False,5.47,True,Alternate Route,27.3,0.408,22.7,688.7,162.0,0.592,1.368,0.976,Bus priority granted - green extension issued to reduce transit delay
TRIP200120,2026-03-17 08:52:37,J017,Whitefield ITPL,J042,Anand Rao Circle,Two-Wheeler,Weekday,False,Clear,False,0.0,False,True,False,4.19,True,Alternate Route,23.8,0.489,29.1,699.2,183.9,0.197,0.455,0.956,Bus priority granted - green extension issued to reduce transit delay
TRIP200121,2026-03-09 11:53:24,J003,KR Puram,J030,MG Road,Car,Weekday,False,Clear,False,0.0,False,False,False,5.0,False,Primary Route,38.9,0.215,20.9,488.8,0.0,0.487,1.125,0.99,Normal free-flow traffic - standard signal timing maintained
TRIP200122,2025-09-27 08:22:33,J002,Marathahalli,J028,Tumkur Road,Two-Wheeler,Weekend,False,Heavy Rain,True,51.9,False,False,False,9.66,True,Alternate Route,21.6,0.66,47.7,1667.1,231.3,0.491,1.134,0.918,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
TRIP200123,2025-08-23 06:43:59,J035,Domlur,J038,Varthur,Delivery Van,Weekend,False,Clear,False,0.0,False,False,False,5.27,False,Primary Route,33.0,0.187,9.1,572.5,0.0,0.792,1.83,0.988,Normal free-flow traffic - standard signal timing maintained
TRIP200124,2025-01-03 09:35:44,J041,Chalukya Circle,J018,Nagawara,Bus,Weekday,False,Fog,False,0.0,False,True,False,6.1,False,Primary Route,18.4,0.731,50.1,1214.5,0.0,2.625,6.064,0.921,Bus priority granted - green extension issued to reduce transit delay
TRIP200125,2025-12-05 08:29:55,J003,KR Puram,J010,Shivajinagar,Two-Wheeler,Weekday,False,Clear,False,0.0,False,True,False,3.05,True,Alternate Route,28.6,0.558,35.5,425.6,219.5,0.154,0.356,0.951,Bus priority granted - green extension issued to reduce transit delay
TRIP200126,2025-11-11 07:35:58,J001,Silk Board,J007,Banashankari,Car,Weekday,False,Clear,False,0.0,False,False,False,2.62,False,Primary Route,26.6,0.586,35.3,367.1,0.0,0.343,0.792,0.972,Moderate traffic flow - standard adaptive signal timing in effect
TRIP200127,2025-07-30 20:32:15,J021,Vijayanagar,J029,Old Airport Road,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,4.99,True,Primary Route,30.8,0.504,27.1,595.9,0.0,0.241,0.557,0.938,Moderate traffic flow - standard adaptive signal timing in effect
TRIP200128,2025-04-10 17:05:21,J006,Tin Factory,J027,Mysore Road,Car,Weekday,False,Clear,False,0.0,False,True,False,2.78,False,Primary Route,23.1,0.638,42.9,468.4,0.0,0.363,0.839,0.96,Bus priority granted - green extension issued to reduce transit delay
TRIP200129,2025-06-26 22:17:09,J014,Electronic City Toll,J011,Indiranagar 100ft Road,Car,Weekday,False,Heavy Rain,True,73.3,False,False,False,3.51,False,Primary Route,23.7,0.589,33.5,572.1,0.0,0.417,0.963,0.931,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
TRIP200130,2026-05-25 20:49:00,J012,Koramangala Sony World,J021,Vijayanagar,Car,Weekday,False,Light Rain,True,4.5,False,False,False,4.28,True,Primary Route,26.7,0.543,31.5,569.4,0.0,0.505,1.167,0.951,Light rain detected - minor speed reduction advised
TRIP200131,2025-07-19 11:07:56,J039,KR Market,J037,Kadugodi,Car,Weekend,False,Clear,False,0.0,False,False,False,3.05,False,Primary Route,35.7,0.359,19.2,337.2,0.0,0.319,0.737,0.957,Moderate traffic flow - standard adaptive signal timing in effect
TRIP200132,2025-08-26 07:45:55,J042,Anand Rao Circle,J031,Cubbon Road,Car,Weekday,False,Heavy Rain,True,32.0,False,True,False,7.91,True,Alternate Route,27.2,0.578,40.7,1117.6,61.0,0.938,2.167,0.934,Bus priority granted - green extension issued to reduce transit delay
TRIP200133,2026-03-13 19:33:40,J040,City Market,J035,Domlur,Auto-Rickshaw,Weekday,False,Clear,False,0.0,False,True,False,4.98,True,Alternate Route,23.5,0.391,32.9,823.1,219.6,0.371,0.857,0.972,Bus priority granted - green extension issued to reduce transit delay
TRIP200134,2025-10-15 08:44:39,J017,Whitefield ITPL,J012,Koramangala Sony World,Two-Wheeler,Weekday,False,Clear,False,0.0,False,True,False,5.33,False,Primary Route,20.5,0.8,53.9,987.3,0.0,0.299,0.691,0.956,Bus priority granted - green extension issued to reduce transit delay
TRIP200135,2025-01-06 12:56:43,J030,MG Road,J007,Banashankari,Auto-Rickshaw,Weekday,False,Clear,False,0.0,False,False,False,3.72,True,Primary Route,28.3,0.259,16.8,465.9,0.0,0.254,0.587,0.974,Moderate traffic flow - standard adaptive signal timing in effect
TRIP200136,2025-08-18 07:28:40,J033,Trinity Circle,J021,Vijayanagar,Car,Weekday,False,Fog,False,0.0,False,False,False,7.6,True,Primary Route,30.7,0.496,30.3,976.5,0.0,0.858,1.982,0.967,Moderate traffic flow - standard adaptive signal timing in effect
TRIP200137,2026-03-26 19:13:24,J012,Koramangala Sony World,J002,Marathahalli,Car,Weekday,True,Clear,False,0.0,False,True,False,4.61,True,Alternate Route,30.0,0.44,29.5,560.4,226.3,0.519,1.199,0.915,Bus priority granted - green extension issued to reduce transit delay
TRIP200138,2025-09-02 07:59:03,J005,Yeshwantpur,J017,Whitefield ITPL,Car,Weekday,False,Clear,False,0.0,False,True,False,2.26,True,Alternate Route,30.2,0.429,28.0,286.0,171.9,0.254,0.587,0.953,Bus priority granted - green extension issued to reduce transit delay
TRIP200139,2026-04-01 16:26:00,J011,Indiranagar 100ft Road,J041,Chalukya Circle,Car,Weekday,False,Clear,False,0.0,False,True,False,9.98,False,Primary Route,32.3,0.413,30.1,1179.5,0.0,1.076,2.486,0.968,Bus priority granted - green extension issued to reduce transit delay
TRIP200140,2026-02-16 19:28:30,J034,Ulsoor,J003,KR Puram,Two-Wheeler,Weekday,False,Clear,False,0.0,False,True,False,2.84,False,Primary Route,22.2,0.649,49.8,518.4,0.0,0.147,0.34,0.961,Bus priority granted - green extension issued to reduce transit delay
TRIP200141,2026-02-10 07:40:17,J009,Majestic,J013,HSR BDA Complex,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,7.84,False,Primary Route,25.7,0.625,42.7,1211.2,0.0,0.388,0.896,0.974,Moderate traffic flow - standard adaptive signal timing in effect
TRIP200142,2025-10-10 08:08:38,J036,HAL Airport Road,J021,Vijayanagar,Car,Weekday,False,Rain,True,10.9,False,True,False,3.3,True,Alternate Route,31.1,0.417,28.0,402.6,200.1,0.364,0.841,0.919,Bus priority granted - green extension issued to reduce transit delay
TRIP200143,2026-05-23 20:43:48,J003,KR Puram,J013,HSR BDA Complex,Bus,Weekend,False,Clear,False,0.0,False,False,False,6.34,True,Primary Route,23.4,0.432,30.9,999.7,0.0,2.309,5.334,0.978,Moderate traffic flow - standard adaptive signal timing in effect
TRIP200144,2025-03-01 11:35:35,J027,Mysore Road,J009,Majestic,Two-Wheeler,Weekend,False,Clear,False,0.0,False,False,False,3.61,False,Primary Route,43.6,0.237,12.6,317.2,0.0,0.156,0.36,0.945,Normal free-flow traffic - standard signal timing maintained
TRIP200145,2025-12-03 18:53:42,J024,JP Nagar,J006,Tin Factory,Car,Weekday,False,Clear,False,0.0,False,True,False,2.62,False,Primary Route,17.7,0.8,55.5,572.3,0.0,0.36,0.832,0.965,Bus priority granted - green extension issued to reduce transit delay
TRIP200146,2025-12-18 14:36:10,J002,Marathahalli,J022,Rajajinagar,Car,Weekday,False,Clear,False,0.0,False,True,False,6.47,True,Primary Route,37.9,0.198,13.5,637.3,0.0,0.632,1.46,0.99,Bus priority granted - green extension issued to reduce transit delay
TRIP200147,2025-07-14 15:56:37,J002,Marathahalli,J007,Banashankari,Car,Weekday,False,Clear,False,0.0,False,False,False,7.79,True,Primary Route,29.1,0.341,24.8,980.0,0.0,0.799,1.846,0.949,Moderate traffic flow - standard adaptive signal timing in effect
TRIP200148,2025-11-09 09:02:20,J010,Shivajinagar,J038,Varthur,Bus,Weekend,False,Clear,False,0.0,False,False,False,2.64,True,Alternate Route,23.4,0.51,38.8,421.5,197.8,1.078,2.49,0.958,Moderate traffic flow - standard adaptive signal timing in effect
TRIP200149,2025-07-16 13:03:33,J013,HSR BDA Complex,J004,Hebbal,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,4.23,True,Primary Route,47.6,0.15,11.5,368.1,0.0,0.168,0.388,0.99,Normal free-flow traffic - standard signal timing maintained
TRIP200150,2026-04-25 15:22:35,J032,Richmond Circle,J038,Varthur,Two-Wheeler,Weekend,False,Clear,False,0.0,False,True,False,4.25,True,Primary Route,35.3,0.152,13.9,453.4,0.0,0.17,0.393,0.986,Bus priority granted - green extension issued to reduce transit delay
TRIP200151,2025-07-12 17:26:56,J019,RT Nagar,J008,Jayanagar 4th Block,Car,Weekend,False,Rain,True,22.5,False,False,False,6.66,False,Primary Route,15.1,0.849,50.3,1658.3,0.0,0.883,2.04,0.903,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
TRIP200152,2025-11-01 10:59:19,J006,Tin Factory,J013,HSR BDA Complex,Car,Weekend,True,Heavy Rain,True,29.1,False,False,False,6.54,True,Alternate Route,23.3,0.493,35.1,1074.1,202.6,0.724,1.672,0.865,Light rain detected - minor speed reduction advised
TRIP200153,2026-03-12 12:28:26,J001,Silk Board,J036,HAL Airport Road,Car,Weekday,False,Clear,False,0.0,True,False,False,4.02,True,Primary Route,29.4,0.549,36.6,496.3,0.0,0.489,1.13,0.809,Accident detected nearby - reroute and reduced speed advised
TRIP200154,2026-04-13 18:23:26,J042,Anand Rao Circle,J009,Majestic,Bus,Weekday,False,Clear,False,0.0,False,False,False,8.28,True,Alternate Route,15.9,0.648,42.9,1929.1,237.1,3.352,7.743,0.96,Moderate traffic flow - standard adaptive signal timing in effect
TRIP200155,2026-06-20 11:08:45,J041,Chalukya Circle,J015,Bellandur,Two-Wheeler,Weekend,False,Clear,False,0.0,False,True,False,3.05,False,Primary Route,39.5,0.224,12.3,298.4,0.0,0.129,0.298,0.956,Bus priority granted - green extension issued to reduce transit delay
TRIP200156,2025-12-05 19:50:43,J024,JP Nagar,J002,Marathahalli,Two-Wheeler,Weekday,False,Clear,False,0.0,False,True,False,6.26,True,Alternate Route,29.7,0.401,24.8,760.5,187.4,0.282,0.651,0.958,Bus priority granted - green extension issued to reduce transit delay
TRIP200157,2025-08-08 18:59:30,J004,Hebbal,J024,JP Nagar,Two-Wheeler,Weekday,False,Clear,False,0.0,False,True,False,1.6,False,Primary Route,17.2,0.768,51.9,397.7,0.0,0.094,0.217,0.942,Bus priority granted - green extension issued to reduce transit delay
TRIP200158,2025-11-11 17:46:15,J012,Koramangala Sony World,J037,Kadugodi,Car,Weekday,False,Clear,False,0.0,False,True,False,7.32,True,Alternate Route,30.7,0.525,35.1,887.1,240.8,0.837,1.933,0.967,Bus priority granted - green extension issued to reduce transit delay
TRIP200159,2025-01-06 12:44:57,J022,Rajajinagar,J014,Electronic City Toll,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,5.09,False,Primary Route,34.3,0.238,14.7,561.2,0.0,0.212,0.49,0.956,Normal free-flow traffic - standard signal timing maintained
TRIP200160,2025-08-21 05:19:01,J014,Electronic City Toll,J040,City Market,Bus,Weekday,False,Clear,False,0.0,False,False,False,2.5,False,Primary Route,33.6,0.19,10.9,279.2,0.0,0.782,1.806,0.963,Normal free-flow traffic - standard signal timing maintained
TRIP200161,2025-03-13 14:35:17,J005,Yeshwantpur,J040,City Market,Car,Weekday,False,Clear,False,0.0,False,False,False,7.28,True,Primary Route,30.2,0.208,12.6,914.4,0.0,0.704,1.626,0.95,Normal free-flow traffic - standard signal timing maintained
TRIP200162,2025-05-29 09:41:49,J004,Hebbal,J034,Ulsoor,Delivery Van,Weekday,False,Rain,True,10.7,False,True,False,5.43,True,Alternate Route,22.8,0.54,38.9,943.7,209.3,1.003,2.317,0.925,Bus priority granted - green extension issued to reduce transit delay
TRIP200163,2025-11-19 17:26:06,J010,Shivajinagar,J042,Anand Rao Circle,Car,Weekday,False,Clear,False,0.0,True,False,False,4.4,True,Alternate Route,18.5,0.695,42.6,851.7,182.3,0.547,1.264,0.801,Accident detected nearby - reroute and reduced speed advised
TRIP200164,2025-10-01 06:07:10,J021,Vijayanagar,J035,Domlur,Car,Weekday,False,Clear,False,0.0,False,False,False,4.01,True,Primary Route,39.3,0.262,19.4,390.6,0.0,0.4,0.924,0.958,Moderate traffic flow - standard adaptive signal timing in effect
TRIP200165,2026-06-17 10:11:14,J021,Vijayanagar,J022,Rajajinagar,Car,Weekday,False,Clear,False,0.0,False,False,False,5.77,True,Alternate Route,33.4,0.412,25.0,642.2,73.4,0.637,1.471,0.96,Moderate traffic flow - standard adaptive signal timing in effect
TRIP200166,2026-05-31 14:10:08,J012,Koramangala Sony World,J031,Cubbon Road,Car,Weekend,False,Clear,False,0.0,False,False,False,3.9,False,Primary Route,44.2,0.107,5.1,308.3,0.0,0.351,0.811,0.976,Normal free-flow traffic - standard signal timing maintained
TRIP200167,2026-01-02 17:34:17,J036,HAL Airport Road,J027,Mysore Road,Two-Wheeler,Weekday,True,Clear,False,0.0,False,True,False,5.11,True,Alternate Route,24.1,0.485,26.2,858.3,195.4,0.247,0.571,0.92,Bus priority granted - green extension issued to reduce transit delay
TRIP200168,2025-08-11 17:05:34,J011,Indiranagar 100ft Road,J012,Koramangala Sony World,Car,Weekday,False,Heavy Rain,True,30.1,True,True,False,5.98,False,Primary Route,16.0,0.8,54.4,1353.6,0.0,0.773,1.786,0.752,Accident detected nearby - reroute and reduced speed advised
TRIP200169,2025-04-06 08:24:22,J028,Tumkur Road,J019,RT Nagar,Car,Weekend,True,Clear,False,0.0,False,True,False,4.06,False,Primary Route,19.6,0.717,44.0,799.7,0.0,0.5,1.155,0.906,Bus priority granted - green extension issued to reduce transit delay
TRIP200170,2026-01-30 09:50:15,J013,HSR BDA Complex,J003,KR Puram,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,3.37,False,Primary Route,16.8,0.863,56.0,751.8,0.0,0.19,0.439,0.943,Heavy congestion detected - signal timing extended and reroute suggested
TRIP200171,2025-07-05 17:55:42,J004,Hebbal,J001,Silk Board,Two-Wheeler,Weekend,False,Heavy Rain,True,77.4,False,False,False,5.0,False,Primary Route,8.4,1.0,68.7,2232.1,0.0,0.301,0.695,0.864,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
