record_id,timestamp,junction_id,junction_name,day_type,is_festival,weather_condition,is_rain,rainfall_mm,temperature_c,visibility_m,is_accident,congestion_index,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
WX500126,2025-01-26 18:46:53,J004,Hebbal,Weekend,True,Clear,False,0.0,25.2,2404.0,False,0.932,8.5,56.9,461.0,0.148,0.342,0.869,Festival crowd surge detected - alternate route and extended cycle recommended
WX500127,2025-06-24 20:34:57,J006,Tin Factory,Weekday,False,Heavy Rain,True,35.3,24.1,117.0,False,1.0,8.0,65.5,395.3,0.146,0.337,0.864,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX500128,2026-01-02 14:31:53,J005,Yeshwantpur,Weekday,True,Clear,False,0.0,26.1,2738.0,False,0.457,27.8,33.5,166.6,0.139,0.321,0.933,Moderate traffic flow - standard adaptive signal timing in effect
WX500129,2025-12-05 08:04:05,J017,Whitefield ITPL,Weekday,False,Clear,False,0.0,19.7,2234.0,False,0.757,17.0,47.7,364.0,0.224,0.517,0.97,Heavy congestion detected - signal timing extended and reroute suggested
WX500130,2025-08-31 12:56:30,J039,KR Market,Weekend,False,Clear,False,0.0,25.7,1865.0,False,0.094,30.1,8.2,154.0,0.126,0.291,0.964,Normal free-flow traffic - standard signal timing maintained
WX500131,2026-05-13 17:21:36,J019,RT Nagar,Weekday,False,Clear,False,0.0,30.7,2422.0,False,0.863,15.1,52.9,311.1,0.174,0.402,0.937,Heavy congestion detected - signal timing extended and reroute suggested
WX500132,2026-05-01 11:32:07,J009,Majestic,Weekday,True,Clear,False,0.0,28.4,3000.0,False,0.478,25.4,31.1,98.0,0.07,0.162,0.902,Moderate traffic flow - standard adaptive signal timing in effect
WX500133,2025-05-27 08:06:39,J042,Anand Rao Circle,Weekday,False,Rain,True,9.8,22.8,235.0,False,1.0,11.5,70.3,388.4,0.198,0.457,0.871,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX500134,2026-01-12 20:32:12,J025,Bannerghatta Road,Weekday,False,Clear,False,0.0,22.7,1483.0,False,0.555,20.7,44.7,196.8,0.118,0.273,0.968,Moderate traffic flow - standard adaptive signal timing in effect
WX500135,2026-01-19 15:10:35,J004,Hebbal,Weekday,False,Clear,False,0.0,25.9,2882.0,False,0.252,30.1,15.4,55.7,0.031,0.072,0.954,Moderate traffic flow - standard adaptive signal timing in effect
WX500136,2025-08-09 19:46:51,J019,RT Nagar,Weekend,False,Clear,False,0.0,26.6,2121.0,False,0.621,17.6,38.2,118.4,0.065,0.15,0.95,Moderate traffic flow - standard adaptive signal timing in effect
WX500137,2026-03-05 14:50:48,J010,Shivajinagar,Weekday,True,Clear,False,0.0,31.0,2751.0,False,0.484,24.3,34.4,124.6,0.077,0.178,0.911,Moderate traffic flow - standard adaptive signal timing in effect
WX500138,2025-07-03 15:55:21,J020,Malleshwaram Circle,Weekday,False,Heavy Rain,True,25.4,24.3,80.0,False,0.832,9.9,51.0,365.7,0.146,0.337,0.891,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX500139,2025-07-27 09:21:28,J022,Rajajinagar,Weekend,False,Clear,False,0.0,23.5,2344.0,False,0.698,19.7,43.5,142.2,0.086,0.199,0.967,Moderate traffic flow - standard adaptive signal timing in effect
WX500140,2025-01-04 09:16:59,J027,Mysore Road,Weekend,False,Clear,False,0.0,21.2,2429.0,False,0.704,17.9,49.6,332.8,0.21,0.485,0.976,Moderate traffic flow - standard adaptive signal timing in effect
WX500141,2026-01-05 17:56:47,J022,Rajajinagar,Weekday,False,Clear,False,0.0,27.2,1960.0,False,0.915,12.4,56.7,330.5,0.147,0.34,0.928,Heavy congestion detected - signal timing extended and reroute suggested
WX500142,2026-04-27 08:11:20,J022,Rajajinagar,Weekday,False,Clear,False,0.0,25.9,2760.0,False,0.879,13.7,57.8,129.7,0.062,0.143,0.967,Heavy congestion detected - signal timing extended and reroute suggested
WX500143,2026-01-07 16:31:56,J033,Trinity Circle,Weekday,False,Clear,False,0.0,26.9,2207.0,False,0.489,23.2,35.7,113.0,0.06,0.139,0.962,Moderate traffic flow - standard adaptive signal timing in effect
WX500144,2025-08-23 14:52:02,J021,Vijayanagar,Weekend,False,Rain,True,11.1,23.4,642.0,False,0.365,13.4,28.1,211.3,0.092,0.213,0.902,Light rain detected - minor speed reduction advised
WX500145,2025-08-19 10:28:16,J036,HAL Airport Road,Weekday,False,Clear,False,0.0,23.5,1818.0,False,0.597,23.9,36.6,234.5,0.159,0.367,0.99,Moderate traffic flow - standard adaptive signal timing in effect
WX500146,2026-05-13 16:35:04,J035,Domlur,Weekday,False,Clear,False,0.0,32.8,2465.0,False,0.546,27.8,33.8,133.3,0.105,0.243,0.949,Moderate traffic flow - standard adaptive signal timing in effect
WX500147,2025-06-03 18:58:39,J036,HAL Airport Road,Weekday,False,Heavy Rain,True,43.3,24.6,150.0,False,1.0,7.5,72.4,386.7,0.147,0.34,0.869,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX500148,2026-01-18 16:03:51,J033,Trinity Circle,Weekend,False,Clear,False,0.0,25.7,2221.0,False,0.293,27.9,20.0,181.2,0.142,0.328,0.957,Moderate traffic flow - standard adaptive signal timing in effect
WX500149,2025-03-21 07:33:18,J031,Cubbon Road,Weekday,False,Clear,False,0.0,25.9,2478.0,False,0.626,21.4,44.2,160.4,0.105,0.243,0.946,Moderate traffic flow - standard adaptive signal timing in effect
WX500150,2025-02-12 11:02:24,J019,RT Nagar,Weekday,False,Clear,False,0.0,24.9,2210.0,False,0.341,32.7,23.5,146.5,0.1,0.231,0.963,Moderate traffic flow - standard adaptive signal timing in effect
WX500151,2025-09-05 10:31:02,J040,City Market,Weekday,True,Heavy Rain,True,26.6,21.7,200.0,False,1.0,8.1,67.9,371.8,0.149,0.344,0.806,Festival crowd surge detected - alternate route and extended cycle recommended
WX500152,2025-02-21 09:38:49,J018,Nagawara,Weekday,False,Clear,False,0.0,22.6,2310.0,False,0.943,11.6,63.0,433.6,0.184,0.425,0.936,Heavy congestion detected - signal timing extended and reroute suggested
WX500153,2025-01-03 10:20:10,J040,City Market,Weekday,False,Clear,False,0.0,23.5,1731.0,False,0.572,26.4,38.5,151.5,0.123,0.284,0.944,Moderate traffic flow - standard adaptive signal timing in effect
WX500154,2025-11-28 13:55:42,J032,Richmond Circle,Weekday,False,Fog,False,0.0,25.6,173.0,False,0.301,10.6,22.4,141.2,0.048,0.111,0.907,Moderate traffic flow - standard adaptive signal timing in effect
WX500155,2026-03-05 17:35:05,J041,Chalukya Circle,Weekday,True,Clear,False,0.0,33.2,2936.0,False,1.0,8.8,64.0,365.6,0.154,0.356,0.831,Festival crowd surge detected - alternate route and extended cycle recommended
WX500156,2025-11-30 17:50:09,J010,Shivajinagar,Weekend,False,Clear,False,0.0,24.6,2704.0,False,0.64,23.3,38.3,128.6,0.084,0.194,0.968,Moderate traffic flow - standard adaptive signal timing in effect
WX500157,2025-03-26 21:55:48,J005,Yeshwantpur,Weekday,False,Clear,False,0.0,25.1,1829.0,False,0.217,27.1,10.1,130.1,0.094,0.217,0.975,Normal free-flow traffic - standard signal timing maintained
WX500158,2025-02-25 18:05:19,J025,Bannerghatta Road,Weekday,False,Clear,False,0.0,23.5,2205.0,False,1.0,9.1,64.8,568.5,0.213,0.492,0.903,Heavy congestion detected - signal timing extended and reroute suggested
WX500159,2025-07-24 12:40:27,J031,Cubbon Road,Weekday,False,Clear,False,0.0,26.0,1428.0,False,0.146,27.5,12.4,74.4,0.04,0.092,0.95,Normal free-flow traffic - standard signal timing maintained
WX500160,2025-11-01 11:11:19,J014,Electronic City Toll,Weekend,True,Clear,False,0.0,23.6,2623.0,False,0.512,26.8,33.2,155.6,0.12,0.277,0.921,Festival crowd surge detected - alternate route and extended cycle recommended
WX500161,2025-06-23 22:20:55,J017,Whitefield ITPL,Weekday,False,Clear,False,0.0,23.0,2389.0,False,0.189,46.3,13.8,82.3,0.1,0.231,0.966,Normal free-flow traffic - standard signal timing maintained
WX500162,2026-02-24 10:22:14,J017,Whitefield ITPL,Weekday,False,Clear,False,0.0,21.3,1757.0,False,0.593,25.9,36.8,224.0,0.158,0.365,0.974,Moderate traffic flow - standard adaptive signal timing in effect
WX500163,2025-09-26 10:55:01,J020,Malleshwaram Circle,Weekday,False,Clear,False,0.0,25.8,2853.0,False,0.374,36.5,25.3,153.5,0.149,0.344,0.968,Moderate traffic flow - standard adaptive signal timing in effect
WX500164,2025-01-20 17:55:50,J036,HAL Airport Road,Weekday,False,Clear,False,0.0,25.0,3000.0,False,0.914,12.3,59.8,141.6,0.054,0.125,0.906,Heavy congestion detected - signal timing extended and reroute suggested
WX500165,2025-08-08 10:22:53,J023,Basavanagudi,Weekday,False,Heavy Rain,True,39.1,18.9,162.0,False,1.0,7.4,66.0,366.2,0.137,0.316,0.878,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX500166,2025-11-16 12:57:24,J039,KR Market,Weekend,False,Clear,False,0.0,26.0,2075.0,False,0.114,35.0,9.3,110.8,0.105,0.243,0.982,Normal free-flow traffic - standard signal timing maintained
WX500167,2025-02-06 09:20:49,J006,Tin Factory,Weekday,False,Clear,False,0.0,23.2,2625.0,False,1.0,6.3,65.5,444.4,0.141,0.326,0.902,Heavy congestion detected - signal timing extended and reroute suggested
WX500168,2026-06-06 18:50:59,J019,RT Nagar,Weekend,False,Clear,False,0.0,27.1,2312.0,False,0.667,23.6,42.6,158.4,0.137,0.316,0.977,Moderate traffic flow - standard adaptive signal timing in effect
WX500169,2026-05-19 11:52:31,J012,Koramangala Sony World,Weekday,False,Clear,False,0.0,28.8,2843.0,False,0.142,33.8,5.6,205.4,0.162,0.374,0.956,Normal free-flow traffic - standard signal timing maintained
WX500170,2026-01-03 08:03:15,J033,Trinity Circle,Weekend,False,Clear,False,0.0,20.6,2155.0,False,0.551,28.6,33.3,220.5,0.172,0.397,0.969,Moderate traffic flow - standard adaptive signal timing in effect
WX500171,2025-04-18 08:27:16,J030,MG Road,Weekday,False,Clear,False,0.0,26.5,2099.0,False,0.903,15.4,62.9,218.9,0.142,0.328,0.926,Heavy congestion detected - signal timing extended and reroute suggested
WX500172,2025-02-17 06:46:59,J013,HSR BDA Complex,Weekday,False,Clear,False,0.0,19.8,2159.0,False,0.309,30.3,15.5,76.4,0.071,0.164,0.944,Moderate traffic flow - standard adaptive signal timing in effect
WX500173,2025-06-04 22:36:24,J024,JP Nagar,Weekday,False,Heavy Rain,True,37.9,18.5,301.0,False,0.791,12.5,52.6,400.8,0.197,0.455,0.936,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX500174,2025-10-09 19:35:06,J015,Bellandur,Weekday,False,Clear,False,0.0,27.0,2616.0,False,0.806,16.0,51.6,236.8,0.113,0.261,0.957,Heavy congestion detected - signal timing extended and reroute suggested
WX500175,2025-07-12 16:34:39,J005,Yeshwantpur,Weekend,False,Clear,False,0.0,29.1,2776.0,False,0.294,26.8,23.4,84.2,0.059,0.136,0.976,Moderate traffic flow - standard adaptive signal timing in effect
WX500176,2025-09-21 08:04:03,J039,KR Market,Weekend,False,Rain,True,10.5,19.0,408.0,False,0.821,11.2,53.8,237.3,0.123,0.284,0.905,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX500177,2026-02-09 15:36:32,J028,Tumkur Road,Weekday,False,Clear,False,0.0,29.0,2430.0,False,0.282,39.6,23.5,44.0,0.052,0.12,0.965,Moderate traffic flow - standard adaptive signal timing in effect
WX500178,2025-11-23 15:54:40,J017,Whitefield ITPL,Weekend,False,Light Rain,True,5.4,22.9,539.0,False,0.393,9.4,26.4,260.7,0.068,0.157,0.927,Light rain detected - minor speed reduction advised
WX500179,2025-07-21 09:43:37,J027,Mysore Road,Weekday,False,Heavy Rain,True,35.7,20.6,167.0,False,1.0,8.0,64.3,171.8,0.07,0.162,0.905,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX500180,2026-03-09 12:35:27,J016,Sarjapur Road,Weekday,False,Clear,False,0.0,30.5,2129.0,False,0.214,32.1,13.4,87.7,0.064,0.148,0.966,Normal free-flow traffic - standard signal timing maintained
WX500181,2026-03-21 07:06:52,J039,KR Market,Weekend,False,Fog,False,0.0,25.5,118.0,False,0.395,12.5,24.5,339.0,0.142,0.328,0.919,Moderate traffic flow - standard adaptive signal timing in effect
WX500182,2025-12-18 20:03:16,J033,Trinity Circle,Weekday,False,Clear,False,0.0,21.5,1894.0,False,0.71,18.9,43.4,130.9,0.091,0.21,0.981,Moderate traffic flow - standard adaptive signal timing in effect
WX500183,2026-06-01 08:28:57,J020,Malleshwaram Circle,Weekday,False,Clear,False,0.0,21.1,2378.0,False,0.963,10.0,57.5,212.8,0.087,0.201,0.936,Heavy congestion detected - signal timing extended and reroute suggested
WX500184,2026-06-13 15:59:17,J031,Cubbon Road,Weekend,False,Clear,False,0.0,28.6,1641.0,False,0.266,31.7,15.7,172.7,0.14,0.323,0.958,Moderate traffic flow - standard adaptive signal timing in effect
WX500185,2025-02-08 16:25:29,J026,Hosur Road,Weekend,False,Clear,False,0.0,26.1,2316.0,False,0.428,31.0,28.9,167.5,0.145,0.335,0.967,Moderate traffic flow - standard adaptive signal timing in effect
WX500186,2025-02-01 08:56:08,J022,Rajajinagar,Weekend,False,Clear,False,0.0,21.8,2033.0,False,0.735,22.1,50.8,164.5,0.121,0.28,0.973,Moderate traffic flow - standard adaptive signal timing in effect
WX500187,2025-09-04 18:32:05,J042,Anand Rao Circle,Weekday,False,Clear,False,0.0,26.7,1754.0,False,1.0,9.6,64.0,334.6,0.137,0.316,0.935,Heavy congestion detected - signal timing extended and reroute suggested
WX500188,2026-04-19 09:57:40,J040,City Market,Weekend,False,Clear,False,0.0,29.0,1940.0,False,0.647,28.6,37.5,159.8,0.138,0.319,0.964,Moderate traffic flow - standard adaptive signal timing in effect
WX500189,2026-04-16 15:44:29,J006,Tin Factory,Weekday,False,Clear,False,0.0,32.4,2374.0,False,0.391,27.3,24.3,73.6,0.042,0.097,0.96,Moderate traffic flow - standard adaptive signal timing in effect
WX500190,2025-07-28 12:04:48,J030,MG Road,Weekday,False,Heavy Rain,True,25.1,22.3,268.0,False,0.659,12.0,36.1,163.8,0.069,0.159,0.912,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX500191,2026-05-16 22:37:23,J025,Bannerghatta Road,Weekend,False,Clear,False,0.0,25.6,2129.0,False,0.091,40.7,5.0,118.8,0.125,0.289,0.99,Normal free-flow traffic - standard signal timing maintained
WX500192,2025-08-08 18:13:55,J036,HAL Airport Road,Weekday,False,Clear,False,0.0,24.8,1290.0,False,1.0,10.0,62.4,370.4,0.154,0.356,0.921,Heavy congestion detected - signal timing extended and reroute suggested
WX500193,2025-07-08 19:32:11,J012,Koramangala Sony World,Weekday,False,Heavy Rain,True,55.7,22.4,112.0,False,1.0,9.9,67.0,470.1,0.184,0.425,0.868,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX500194,2025-11-20 08:04:05,J036,HAL Airport Road,Weekday,False,Clear,False,0.0,20.2,1677.0,False,0.78,16.4,52.2,421.4,0.22,0.508,0.956,Heavy congestion detected - signal timing extended and reroute suggested
WX500195,2025-12-27 14:27:35,J026,Hosur Road,Weekend,False,Clear,False,0.0,23.7,2223.0,False,0.142,28.1,10.1,136.3,0.118,0.273,0.989,Normal free-flow traffic - standard signal timing maintained
WX500196,2025-12-14 17:56:27,J023,Basavanagudi,Weekend,False,Clear,False,0.0,24.0,1879.0,False,0.675,21.9,45.6,181.0,0.122,0.282,0.955,Moderate traffic flow - standard adaptive signal timing in effect
WX500197,2026-03-26 17:35:09,J029,Old Airport Road,Weekday,True,Clear,False,0.0,32.5,1932.0,False,1.0,10.0,66.2,360.7,0.167,0.386,0.889,Festival crowd surge detected - alternate route and extended cycle recommended
WX500198,2026-01-15 07:50:29,J034,Ulsoor,Weekday,True,Clear,False,0.0,19.3,2684.0,False,1.0,8.3,65.0,220.6,0.079,0.182,0.854,Festival crowd surge detected - alternate route and extended cycle recommended
WX500199,2025-12-28 06:30:28,J011,Indiranagar 100ft Road,Weekend,False,Fog,False,0.0,18.1,20.0,False,0.31,12.8,20.1,251.5,0.085,0.196,0.92,Moderate traffic flow - standard adaptive signal timing in effect
WX500200,2025-02-17 18:14:17,J003,KR Puram,Weekday,False,Clear,False,0.0,26.4,2285.0,False,1.0,6.7,65.1,468.8,0.132,0.305,0.898,Heavy congestion detected - signal timing extended and reroute suggested
WX500201,2025-11-03 08:00:21,J040,City Market,Weekday,False,Clear,False,0.0,20.9,2904.0,False,0.809,16.3,56.7,288.1,0.15,0.346,0.954,Heavy congestion detected - signal timing extended and reroute suggested
WX500202,2026-02-11 11:07:45,J008,Jayanagar 4th Block,Weekday,False,Clear,False,0.0,26.7,1749.0,False,0.391,34.2,27.1,70.2,0.076,0.176,0.953,Moderate traffic flow - standard adaptive signal timing in effect
WX500203,2025-12-27 14:48:02,J029,Old Airport Road,Weekend,False,Clear,False,0.0,26.3,2653.0,False,0.257,30.6,23.5,61.6,0.044,0.102,0.936,Moderate traffic flow - standard adaptive signal timing in effect
WX500204,2026-03-17 10:51:49,J039,KR Market,Weekday,False,Clear,False,0.0,27.8,2313.0,False,0.501,24.7,30.2,203.2,0.141,0.326,0.94,Moderate traffic flow - standard adaptive signal timing in effect
WX500205,2025-03-06 11:06:49,J003,KR Puram,Weekday,False,Clear,False,0.0,29.7,1837.0,False,0.434,25.5,32.6,186.0,0.144,0.333,0.974,Moderate traffic flow - standard adaptive signal timing in effect
WX500206,2025-03-20 08:48:30,J033,Trinity Circle,Weekday,False,Clear,False,0.0,26.1,2104.0,False,1.0,6.4,67.1,648.4,0.16,0.37,0.949,Heavy congestion detected - signal timing extended and reroute suggested
WX500207,2026-02-10 12:30:19,J031,Cubbon Road,Weekday,False,Clear,False,0.0,26.5,2371.0,False,0.109,33.2,14.3,78.6,0.073,0.169,0.953,Normal free-flow traffic - standard signal timing maintained
WX500208,2026-05-03 18:05:28,J019,RT Nagar,Weekend,False,Clear,False,0.0,31.5,1872.0,False,0.579,22.7,35.2,192.3,0.149,0.344,0.952,Moderate traffic flow - standard adaptive signal timing in effect
WX500209,2025-06-28 19:46:21,J035,Domlur,Weekend,False,Heavy Rain,True,46.8,24.4,219.0,False,1.0,8.0,60.1,498.8,0.16,0.37,0.876,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX500210,2025-06-18 17:25:16,J005,Yeshwantpur,Weekday,False,Light Rain,True,6.2,27.1,428.0,False,0.996,8.5,67.8,393.2,0.155,0.358,0.876,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX500211,2025-03-01 09:11:47,J029,Old Airport Road,Weekend,False,Clear,False,0.0,25.7,2437.0,False,0.724,16.1,50.2,271.2,0.15,0.346,0.974,Moderate traffic flow - standard adaptive signal timing in effect
WX500212,2025-07-31 18:52:28,J008,Jayanagar 4th Block,Weekday,False,Heavy Rain,True,61.6,23.4,123.0,False,1.0,9.7,66.3,512.2,0.222,0.513,0.855,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX500213,2025-07-24 07:39:55,J042,Anand Rao Circle,Weekday,False,Clear,False,0.0,20.2,2433.0,False,0.68,19.1,47.1,234.3,0.156,0.36,0.947,Moderate traffic flow - standard adaptive signal timing in effect
WX500214,2026-04-08 13:44:45,J034,Ulsoor,Weekday,False,Clear,False,0.0,32.3,2133.0,False,0.205,31.1,17.0,110.1,0.088,0.203,0.943,Normal free-flow traffic - standard signal timing maintained
WX500215,2025-03-30 18:35:38,J032,Richmond Circle,Weekend,True,Clear,False,0.0,32.1,1811.0,False,0.926,11.6,60.1,407.8,0.167,0.386,0.873,Festival crowd surge detected - alternate route and extended cycle recommended
WX500216,2026-01-04 17:32:58,J009,Majestic,Weekend,False,Clear,False,0.0,23.8,1590.0,False,0.614,19.2,38.5,101.4,0.061,0.141,0.932,Moderate traffic flow - standard adaptive signal timing in effect
WX500217,2025-02-06 15:57:12,J037,Kadugodi,Weekday,False,Clear,False,0.0,26.1,2381.0,False,0.408,34.2,29.8,101.0,0.107,0.247,0.965,Moderate traffic flow - standard adaptive signal timing in effect
WX500218,2026-05-07 20:35:51,J030,MG Road,Weekday,False,Clear,False,0.0,27.8,2391.0,False,0.441,28.1,32.5,128.2,0.097,0.224,0.952,Moderate traffic flow - standard adaptive signal timing in effect
WX500219,2026-06-02 18:07:09,J014,Electronic City Toll,Weekday,False,Heavy Rain,True,36.1,22.1,108.0,False,1.0,8.0,66.6,244.1,0.084,0.194,0.884,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
