record_id,timestamp,source_junction_id,source_junction_name,affected_junction_id,affected_junction_name,network_hop_distance,distance_m,trigger_type,day_type,is_festival,weather_condition,is_rain,rainfall_mm,is_accident_at_source,propagation_delay_sec,congestion_increase_pct,speed_reduction_pct,affected_congestion_index,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,recovered_within_5min,confidence_score,recommendation_reason
RE100097,2025-12-11 18:45:53,J032,Richmond Circle,J034,Ulsoor,2,1095,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,110.7,44.1,30.2,1.0,10.2,69.6,358.2,0.167,0.386,False,0.903,Heavy congestion detected - signal timing extended and reroute suggested
RE100098,2025-05-07 10:45:44,J025,Bannerghatta Road,J031,Cubbon Road,3,2816,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,248.8,14.6,9.6,0.565,22.1,36.3,131.2,0.089,0.207,True,0.958,Moderate traffic flow - standard adaptive signal timing in effect
RE100099,2025-04-28 11:58:25,J014,Electronic City Toll,J016,Sarjapur Road,1,817,Recurrent Congestion,Weekday,False,Rain,True,10.4,False,61.1,31.2,23.8,0.538,26.8,40.4,199.6,0.131,0.303,False,0.913,Light rain detected - minor speed reduction advised
RE100100,2025-01-08 17:47:13,J021,Vijayanagar,J025,Bannerghatta Road,2,1098,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,121.7,43.1,29.7,1.0,10.7,60.9,539.0,0.238,0.549,False,0.938,Heavy congestion detected - signal timing extended and reroute suggested
RE100101,2026-05-14 20:45:14,J006,Tin Factory,J012,Koramangala Sony World,3,2071,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,181.2,8.9,7.1,0.536,26.4,34.2,111.9,0.09,0.208,True,0.967,Moderate traffic flow - standard adaptive signal timing in effect
RE100102,2025-08-25 23:14:04,J039,KR Market,J040,City Market,1,730,Accident,Weekday,False,Rain,True,12.5,True,63.5,55.7,37.8,0.761,17.7,53.5,245.3,0.146,0.336,False,0.729,Accident detected nearby - reroute and reduced speed advised
RE100103,2025-04-10 13:23:25,J003,KR Puram,J005,Yeshwantpur,2,1560,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,145.6,12.9,8.0,0.242,42.2,7.9,74.5,0.096,0.221,True,0.953,Green wave coordination successful - maintain current corridor offset
RE100104,2026-03-12 09:25:34,J032,Richmond Circle,J035,Domlur,3,1353,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,137.0,32.6,21.5,1.0,6.1,61.2,646.6,0.181,0.417,False,0.913,Heavy congestion detected - signal timing extended and reroute suggested
RE100105,2025-08-25 14:21:59,J030,MG Road,J036,HAL Airport Road,3,2327,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,212.2,7.6,4.4,0.214,34.7,7.4,123.1,0.109,0.253,True,0.99,Green wave coordination successful - maintain current corridor offset
RE100106,2026-02-01 07:40:59,J041,Chalukya Circle,J002,Marathahalli,3,1733,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,163.7,14.3,8.5,0.559,27.4,37.4,131.7,0.109,0.251,True,0.976,Moderate traffic flow - standard adaptive signal timing in effect
RE100107,2025-12-15 10:16:52,J005,Yeshwantpur,J011,Indiranagar 100ft Road,3,1417,Signal Fault,Weekday,False,Clear,False,0.0,False,147.9,39.3,24.9,0.983,8.7,69.4,429.7,0.166,0.384,False,0.868,Heavy congestion detected - signal timing extended and reroute suggested
RE100108,2025-06-18 11:40:53,J007,Banashankari,J011,Indiranagar 100ft Road,2,1238,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,97.7,25.1,14.8,0.467,28.2,32.3,180.1,0.15,0.346,False,0.988,Moderate traffic flow - standard adaptive signal timing in effect
RE100109,2025-12-07 20:54:55,J041,Chalukya Circle,J001,Silk Board,1,886,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,61.6,29.5,22.3,0.551,33.5,38.8,132.2,0.128,0.295,False,0.965,Moderate traffic flow - standard adaptive signal timing in effect
RE100110,2025-02-11 15:03:08,J034,Ulsoor,J040,City Market,3,1258,Signal Fault,Weekday,False,Clear,False,0.0,False,110.5,19.0,14.0,0.306,35.5,15.6,90.5,0.088,0.202,True,0.905,Green wave coordination successful - maintain current corridor offset
RE100111,2025-04-22 19:58:55,J041,Chalukya Circle,J042,Anand Rao Circle,1,635,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,48.3,65.6,53.2,1.0,9.6,75.2,234.6,0.098,0.226,False,0.912,Heavy congestion detected - signal timing extended and reroute suggested
RE100112,2025-08-13 16:35:31,J036,HAL Airport Road,J038,Varthur,2,1427,Recurrent Congestion,Weekday,False,Heavy Rain,True,42.3,False,130.1,39.4,24.0,1.0,6.4,62.9,500.1,0.14,0.324,False,0.876,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE100113,2025-04-18 16:48:56,J006,Tin Factory,J010,Shivajinagar,2,1504,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,141.0,29.0,20.4,0.793,16.3,51.5,251.0,0.124,0.287,False,0.988,Heavy congestion detected - signal timing extended and reroute suggested
RE100114,2025-11-15 13:04:16,J002,Marathahalli,J006,Tin Factory,2,1210,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,108.6,18.4,13.4,0.228,27.6,17.5,96.4,0.067,0.156,True,0.956,Green wave coordination successful - maintain current corridor offset
RE100115,2025-05-20 00:15:03,J002,Marathahalli,J003,KR Puram,1,785,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,81.8,16.5,12.9,0.267,33.0,15.5,91.8,0.074,0.171,True,0.99,Green wave coordination successful - maintain current corridor offset
RE100116,2025-09-23 19:02:37,J028,Tumkur Road,J029,Old Airport Road,1,621,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,62.8,65.3,45.2,1.0,11.6,58.8,159.3,0.072,0.165,False,0.906,Heavy congestion detected - signal timing extended and reroute suggested
RE100117,2025-11-05 17:24:13,J033,Trinity Circle,J036,HAL Airport Road,3,956,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,65.6,54.4,30.5,1.0,9.1,67.2,522.4,0.187,0.432,False,0.895,Heavy congestion detected - signal timing extended and reroute suggested
RE100118,2026-06-01 22:18:47,J033,Trinity Circle,J036,HAL Airport Road,3,2047,Signal Fault,Weekday,False,Rain,True,15.3,False,171.6,14.5,9.0,0.558,24.4,41.0,160.7,0.121,0.279,True,0.884,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE100119,2026-04-03 18:46:08,J037,Kadugodi,J041,Chalukya Circle,2,1809,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,161.3,19.4,14.5,1.0,9.0,74.2,333.8,0.14,0.323,True,0.89,Heavy congestion detected - signal timing extended and reroute suggested
RE100120,2026-02-18 15:04:14,J028,Tumkur Road,J030,MG Road,2,1562,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,136.7,14.6,9.4,0.366,29.3,24.9,96.1,0.082,0.189,True,0.968,Green wave coordination successful - maintain current corridor offset
RE100121,2025-04-05 09:58:06,J037,Kadugodi,J038,Varthur,1,738,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,69.1,49.2,39.5,0.914,13.1,62.1,338.8,0.162,0.375,False,0.953,Heavy congestion detected - signal timing extended and reroute suggested
RE100122,2025-04-24 20:26:07,J017,Whitefield ITPL,J021,Vijayanagar,2,519,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,37.1,52.8,40.0,0.836,14.1,51.9,316.7,0.176,0.408,False,0.953,Heavy congestion detected - signal timing extended and reroute suggested
RE100123,2025-09-23 19:35:32,J017,Whitefield ITPL,J021,Vijayanagar,2,1052,Recurrent Congestion,Weekday,False,Heavy Rain,True,26.7,False,106.7,52.2,33.4,1.0,9.7,66.2,375.1,0.144,0.333,False,0.837,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE100124,2025-03-31 17:25:34,J033,Trinity Circle,J037,Kadugodi,2,965,Festival Surge,Weekday,True,Clear,False,0.0,False,67.8,46.3,28.8,1.0,9.0,71.4,580.1,0.221,0.51,False,0.848,Festival crowd surge detected - alternate route and extended cycle recommended
RE100125,2025-05-01 11:44:51,J031,Cubbon Road,J033,Trinity Circle,2,999,Recurrent Congestion,Weekday,True,Clear,False,0.0,False,92.2,31.5,25.4,0.697,19.4,46.2,172.8,0.11,0.254,False,0.918,Festival crowd surge detected - alternate route and extended cycle recommended
RE100126,2025-04-10 17:40:36,J030,MG Road,J034,Ulsoor,2,2009,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,186.0,23.1,18.0,1.0,7.6,62.4,436.8,0.156,0.36,True,0.919,Heavy congestion detected - signal timing extended and reroute suggested
RE100127,2026-03-02 10:21:35,J026,Hosur Road,J028,Tumkur Road,2,1354,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,124.2,31.8,20.6,0.827,14.6,48.9,457.5,0.233,0.537,False,0.961,Heavy congestion detected - signal timing extended and reroute suggested
RE100128,2025-03-28 16:50:55,J028,Tumkur Road,J030,MG Road,2,1256,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,106.0,38.6,21.5,0.871,12.8,56.7,232.8,0.112,0.258,False,0.971,Heavy congestion detected - signal timing extended and reroute suggested
RE100129,2025-08-04 18:48:09,J008,Jayanagar 4th Block,J014,Electronic City Toll,3,3648,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,342.2,12.4,9.1,1.0,7.7,69.5,466.4,0.154,0.355,False,0.918,Heavy congestion detected - signal timing extended and reroute suggested
RE100130,2025-01-28 23:04:30,J034,Ulsoor,J038,Varthur,2,1413,Accident,Weekday,False,Clear,False,0.0,True,118.9,44.0,29.5,0.47,27.5,32.0,119.5,0.099,0.229,False,0.792,Accident detected nearby - reroute and reduced speed advised
RE100131,2025-03-26 07:20:31,J009,Majestic,J012,Koramangala Sony World,3,1936,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,169.7,25.6,16.1,0.741,17.4,57.3,338.4,0.193,0.445,False,0.937,Moderate traffic flow - standard adaptive signal timing in effect
RE100132,2025-02-24 17:53:34,J012,Koramangala Sony World,J014,Electronic City Toll,1,855,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,78.3,52.4,29.6,1.0,8.8,66.3,403.0,0.13,0.301,False,0.892,Heavy congestion detected - signal timing extended and reroute suggested
RE100133,2026-01-02 07:15:02,J011,Indiranagar 100ft Road,J017,Whitefield ITPL,3,1519,Recurrent Congestion,Weekday,True,Light Rain,True,6.1,False,137.0,36.1,25.6,1.0,8.5,70.1,337.5,0.134,0.308,False,0.844,Festival crowd surge detected - alternate route and extended cycle recommended
RE100134,2026-06-07 08:37:29,J029,Old Airport Road,J035,Domlur,3,1537,Recurrent Congestion,Weekend,False,Rain,True,16.9,False,144.4,30.6,20.3,1.0,9.3,62.6,301.1,0.129,0.297,False,0.849,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE100135,2025-10-22 06:17:25,J019,RT Nagar,J021,Vijayanagar,1,568,Recurrent Congestion,Weekday,True,Rain,True,16.5,False,56.3,41.2,31.2,0.988,9.1,63.2,398.6,0.149,0.345,False,0.813,Festival crowd surge detected - alternate route and extended cycle recommended
RE100136,2025-01-05 10:23:22,J029,Old Airport Road,J035,Domlur,3,2133,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,203.1,9.5,6.2,0.539,21.0,34.5,266.2,0.16,0.369,True,0.959,Moderate traffic flow - standard adaptive signal timing in effect
RE100137,2025-12-28 08:00:46,J026,Hosur Road,J027,Mysore Road,1,826,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,106.2,48.9,35.0,0.93,12.1,64.4,524.5,0.227,0.524,False,0.908,Heavy congestion detected - signal timing extended and reroute suggested
RE100138,2025-04-17 12:28:02,J018,Nagawara,J024,JP Nagar,3,2152,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,190.2,1.6,1.1,0.18,36.9,7.1,97.5,0.086,0.199,True,0.982,Green wave coordination successful - maintain current corridor offset
RE100139,2025-04-29 12:10:43,J023,Basavanagudi,J025,Bannerghatta Road,2,1204,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,128.5,12.8,7.8,0.342,36.2,18.7,138.8,0.127,0.294,True,0.966,Green wave coordination successful - maintain current corridor offset
RE100140,2025-06-16 09:13:26,J007,Banashankari,J009,Majestic,2,1031,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,88.6,45.1,31.8,1.0,10.0,60.5,379.7,0.14,0.323,False,0.933,Heavy congestion detected - signal timing extended and reroute suggested
RE100141,2025-05-25 07:00:09,J005,Yeshwantpur,J011,Indiranagar 100ft Road,3,1849,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,171.2,11.7,9.4,0.446,25.3,29.7,194.2,0.126,0.292,True,0.952,Moderate traffic flow - standard adaptive signal timing in effect
RE100142,2025-03-22 19:37:13,J024,JP Nagar,J028,Tumkur Road,2,1422,Signal Fault,Weekend,False,Clear,False,0.0,False,106.8,31.7,25.0,0.868,10.5,61.6,430.1,0.187,0.433,False,0.902,Heavy congestion detected - signal timing extended and reroute suggested
RE100143,2025-06-25 13:23:45,J010,Shivajinagar,J011,Indiranagar 100ft Road,1,804,Recurrent Congestion,Weekday,False,Rain,True,22.2,False,66.6,35.5,21.1,0.57,17.8,41.8,265.1,0.138,0.318,False,0.932,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE100144,2025-04-09 18:52:04,J042,Anand Rao Circle,J002,Marathahalli,2,1280,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,126.7,36.5,22.1,1.0,10.1,65.6,512.3,0.198,0.457,False,0.919,Heavy congestion detected - signal timing extended and reroute suggested
RE100145,2026-04-05 19:23:52,J022,Rajajinagar,J024,JP Nagar,1,672,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,55.6,49.8,32.1,0.968,10.1,60.3,490.0,0.195,0.449,False,0.916,Heavy congestion detected - signal timing extended and reroute suggested
RE100146,2025-05-09 18:40:46,J026,Hosur Road,J028,Tumkur Road,1,747,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,49.7,62.0,43.5,1.0,8.2,67.8,568.0,0.2,0.462,False,0.916,Heavy congestion detected - signal timing extended and reroute suggested
RE100147,2025-06-08 10:03:03,J029,Old Airport Road,J031,Cubbon Road,1,853,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,80.0,32.8,21.1,0.8,18.8,56.3,289.0,0.192,0.443,False,0.969,Heavy congestion detected - signal timing extended and reroute suggested
RE100148,2025-05-28 08:16:39,J019,RT Nagar,J021,Vijayanagar,1,733,Signal Fault,Weekday,False,Rain,True,14.2,False,78.5,56.9,43.1,1.0,9.2,68.9,273.2,0.104,0.241,False,0.801,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE100149,2026-01-11 13:26:12,J001,Silk Board,J002,Marathahalli,1,952,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,62.9,14.2,8.9,0.273,36.1,22.1,175.0,0.191,0.441,True,0.968,Green wave coordination successful - maintain current corridor offset
RE100150,2025-05-28 18:42:04,J009,Majestic,J011,Indiranagar 100ft Road,1,675,Recurrent Congestion,Weekday,False,Fog,False,0.0,False,47.7,62.8,49.7,1.0,9.4,63.0,462.1,0.183,0.422,False,0.913,Heavy congestion detected - signal timing extended and reroute suggested
RE100151,2025-12-09 13:30:58,J017,Whitefield ITPL,J023,Basavanagudi,3,2134,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,194.0,1.7,1.2,0.202,32.4,15.5,142.5,0.124,0.287,True,0.951,Green wave coordination successful - maintain current corridor offset
RE100152,2025-07-06 11:25:27,J020,Malleshwaram Circle,J023,Basavanagudi,3,2871,Recurrent Congestion,Weekend,False,Heavy Rain,True,49.7,False,261.2,10.7,7.3,0.619,23.1,45.8,177.4,0.151,0.348,True,0.911,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE100153,2026-01-01 17:41:35,J034,Ulsoor,J036,HAL Airport Road,1,708,Festival Surge,Weekday,True,Fog,False,0.0,False,86.2,59.5,36.0,1.0,7.3,64.9,829.7,0.234,0.54,False,0.855,Festival crowd surge detected - alternate route and extended cycle recommended
RE100154,2025-08-02 06:52:59,J023,Basavanagudi,J024,JP Nagar,1,693,Recurrent Congestion,Weekend,False,Rain,True,7.6,False,80.6,29.0,24.1,0.504,30.0,34.4,153.2,0.117,0.271,False,0.903,Light rain detected - minor speed reduction advised
RE100155,2025-08-30 08:45:45,J019,RT Nagar,J025,Bannerghatta Road,3,2197,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,200.9,21.1,14.4,0.766,18.7,48.8,150.0,0.085,0.197,True,0.972,Heavy congestion detected - signal timing extended and reroute suggested
RE100156,2025-10-10 19:04:33,J019,RT Nagar,J021,Vijayanagar,1,580,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,44.6,69.1,49.1,1.0,9.0,75.5,412.4,0.15,0.347,False,0.91,Heavy congestion detected - signal timing extended and reroute suggested
RE100157,2026-02-16 07:55:41,J040,City Market,J004,Hebbal,3,2447,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,232.7,16.6,13.9,0.86,10.4,57.0,413.1,0.161,0.372,True,0.954,Heavy congestion detected - signal timing extended and reroute suggested
RE100158,2025-05-04 10:29:33,J002,Marathahalli,J006,Tin Factory,2,1318,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,123.4,20.5,17.1,0.492,20.2,32.9,155.3,0.088,0.203,True,0.976,Moderate traffic flow - standard adaptive signal timing in effect
RE100159,2025-09-20 19:38:01,J019,RT Nagar,J021,Vijayanagar,2,2040,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,171.2,14.0,9.3,0.72,21.0,46.9,181.7,0.116,0.268,True,0.986,Moderate traffic flow - standard adaptive signal timing in effect
RE100160,2025-06-07 09:31:49,J034,Ulsoor,J038,Varthur,2,876,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,87.0,39.6,24.8,0.902,10.8,67.1,302.2,0.122,0.283,False,0.959,Heavy congestion detected - signal timing extended and reroute suggested
RE100161,2025-05-22 13:00:30,J010,Shivajinagar,J016,Sarjapur Road,3,1682,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,122.2,6.6,4.8,0.217,25.9,12.8,212.3,0.146,0.337,True,0.951,Green wave coordination successful - maintain current corridor offset
RE100162,2025-05-28 07:28:55,J012,Koramangala Sony World,J018,Nagawara,3,2828,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,249.9,13.3,10.2,0.668,22.7,41.9,310.0,0.228,0.526,True,0.955,Moderate traffic flow - standard adaptive signal timing in effect
RE100163,2025-09-29 22:59:22,J003,KR Puram,J005,Yeshwantpur,2,1389,Recurrent Congestion,Weekday,False,Rain,True,8.1,False,132.4,21.7,13.4,0.405,23.3,25.5,164.3,0.117,0.271,True,0.914,Light rain detected - minor speed reduction advised
RE100164,2025-10-07 14:31:54,J030,MG Road,J032,Richmond Circle,2,1266,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,102.6,14.9,8.6,0.244,35.5,12.2,141.4,0.129,0.299,True,0.988,Green wave coordination successful - maintain current corridor offset
RE100165,2026-01-10 13:13:30,J027,Mysore Road,J029,Old Airport Road,2,826,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,73.9,13.3,10.9,0.239,29.0,14.5,143.5,0.125,0.29,True,0.979,Green wave coordination successful - maintain current corridor offset
RE100166,2025-10-21 13:29:25,J012,Koramangala Sony World,J016,Sarjapur Road,2,1223,Festival Surge,Weekday,True,Clear,False,0.0,False,113.1,29.5,18.4,0.502,24.6,35.9,246.8,0.165,0.382,False,0.901,Festival crowd surge detected - alternate route and extended cycle recommended
RE100167,2025-03-06 10:56:01,J013,HSR BDA Complex,J019,RT Nagar,3,2825,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,243.4,11.4,7.7,0.469,34.8,33.8,166.6,0.143,0.331,True,0.978,Moderate traffic flow - standard adaptive signal timing in effect
RE100168,2025-10-09 10:57:23,J018,Nagawara,J021,Vijayanagar,3,2482,Recurrent Congestion,Weekday,False,Heavy Rain,True,58.4,False,224.5,12.2,7.3,0.822,13.7,53.9,235.4,0.126,0.29,True,0.919,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE100169,2026-02-02 12:41:00,J036,HAL Airport Road,J042,Anand Rao Circle,3,1795,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,163.1,18.2,13.1,0.246,37.2,14.7,109.0,0.127,0.293,True,0.978,Green wave coordination successful - maintain current corridor offset
RE100170,2026-02-07 21:48:49,J029,Old Airport Road,J032,Richmond Circle,3,2759,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,254.3,8.6,5.9,0.266,27.0,17.4,69.8,0.061,0.141,True,0.967,Green wave coordination successful - maintain current corridor offset
RE100171,2025-10-05 19:31:38,J018,Nagawara,J020,Malleshwaram Circle,2,1427,Recurrent Congestion,Weekend,False,Heavy Rain,True,50.3,False,145.9,37.2,23.9,1.0,7.0,65.9,579.6,0.165,0.381,False,0.876,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
