record_id,timestamp,parking_lot_id,junction_id,junction_name,lot_type,capacity,occupied_slots,occupancy_pct,day_type,is_festival,is_rain,rainfall_mm,is_accident_nearby,near_full,turnover_rate_per_hr,avg_search_time_sec,search_distance_km,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
PK600126,2025-11-12 17:17:18,J012-P2,J012,Koramangala Sony World,Multi-Level Public,627,520,82.9,Weekday,False,False,0.0,False,False,0.34,139.2,0.5,0.144,0.333,0.96,Lot filling up - real-time slot guidance recommended
PK600127,2025-07-09 17:06:14,J013-P1,J013,HSR BDA Complex,Mall Basement,482,359,74.5,Weekday,False,True,22.1,False,False,0.43,78.3,0.23,0.067,0.155,0.933,Ample parking available - standard guidance sufficient
PK600128,2026-03-28 08:07:51,J004-P2,J004,Hebbal,Market Area,122,122,100.0,Weekend,False,False,0.0,False,True,0.48,382.1,1.73,0.456,1.053,0.865,Lot near capacity - reroute to nearby alternate parking recommended
PK600129,2026-03-17 08:50:46,J005-P1,J005,Yeshwantpur,Market Area,116,84,72.4,Weekday,False,False,0.0,False,False,0.49,58.7,0.23,0.062,0.144,0.97,Ample parking available - standard guidance sufficient
PK600130,2026-06-10 18:21:40,J005-P3,J005,Yeshwantpur,On-Street Metered,48,35,72.9,Weekday,False,False,0.0,False,False,0.47,47.3,0.18,0.046,0.107,0.963,Ample parking available - standard guidance sufficient
PK600131,2026-05-09 11:46:25,J040-P2,J040,City Market,Office Complex,356,195,54.8,Weekend,False,True,3.8,False,False,0.51,35.3,0.16,0.047,0.109,0.92,Ample parking available - standard guidance sufficient
PK600132,2025-03-01 18:48:45,J031-P1,J031,Cubbon Road,Mall Basement,453,391,86.3,Weekend,False,False,0.0,False,False,0.45,152.0,0.5,0.165,0.381,0.931,Lot filling up - real-time slot guidance recommended
PK600133,2026-02-12 20:33:11,J015-P2,J015,Bellandur,On-Street Metered,74,24,32.4,Weekday,False,False,0.0,False,False,0.53,37.2,0.12,0.032,0.073,0.971,Ample parking available - standard guidance sufficient
PK600134,2026-05-01 17:14:42,J008-P3,J008,Jayanagar 4th Block,Market Area,104,45,43.3,Weekday,True,False,0.0,False,False,0.59,31.9,0.14,0.042,0.098,0.905,Festival demand surge expected - pre-booking recommended
PK600135,2025-04-29 03:55:53,J032-P3,J032,Richmond Circle,Market Area,91,18,19.8,Weekday,False,False,0.0,False,False,0.68,31.9,0.12,0.014,0.033,0.954,Ample parking available - standard guidance sufficient
PK600136,2025-06-29 12:08:25,J029-P1,J029,Old Airport Road,Multi-Level Public,727,502,69.1,Weekend,False,False,0.0,False,False,0.61,58.0,0.2,0.054,0.124,0.959,Ample parking available - standard guidance sufficient
PK600137,2025-01-30 16:24:25,J014-P3,J014,Electronic City Toll,Market Area,43,9,20.9,Weekday,False,False,0.0,False,False,0.67,61.2,0.3,0.057,0.132,0.951,Ample parking available - standard guidance sufficient
PK600138,2026-04-20 19:31:29,J017-P3,J017,Whitefield ITPL,Mall Basement,438,279,63.7,Weekday,False,False,0.0,False,False,0.54,38.3,0.14,0.063,0.145,0.977,Ample parking available - standard guidance sufficient
PK600139,2026-06-09 09:16:03,J014-P2,J014,Electronic City Toll,Market Area,167,142,85.0,Weekday,False,True,36.1,False,False,0.39,151.3,0.41,0.147,0.34,0.903,Lot filling up - real-time slot guidance recommended
PK600140,2025-09-26 15:33:03,J026-P2,J026,Hosur Road,Office Complex,315,225,71.4,Weekday,False,False,0.0,False,False,0.38,67.1,0.32,0.076,0.176,0.963,Ample parking available - standard guidance sufficient
PK600141,2026-03-30 21:14:45,J026-P2,J026,Hosur Road,Office Complex,299,32,10.7,Weekday,False,False,0.0,False,False,0.63,26.4,0.1,0.022,0.05,0.952,Ample parking available - standard guidance sufficient
PK600142,2026-06-09 20:28:54,J037-P2,J037,Kadugodi,Market Area,105,17,16.2,Weekday,False,False,0.0,False,False,0.62,31.0,0.13,0.034,0.078,0.987,Ample parking available - standard guidance sufficient
PK600143,2025-09-29 20:09:21,J015-P2,J015,Bellandur,Office Complex,317,42,13.2,Weekday,False,False,0.0,False,False,0.53,24.8,0.09,0.032,0.073,0.946,Ample parking available - standard guidance sufficient
PK600144,2026-02-06 19:55:02,J027-P2,J027,Mysore Road,Market Area,132,29,22.0,Weekday,False,False,0.0,False,False,0.49,27.0,0.11,0.026,0.059,0.978,Ample parking available - standard guidance sufficient
PK600145,2026-03-14 15:39:26,J002-P1,J002,Marathahalli,On-Street Metered,77,44,57.1,Weekend,False,False,0.0,False,False,0.6,37.4,0.12,0.032,0.073,0.95,Ample parking available - standard guidance sufficient
PK600146,2025-02-13 08:20:09,J030-P2,J030,MG Road,Mall Basement,360,50,13.9,Weekday,False,False,0.0,False,False,0.58,15.0,0.05,0.018,0.042,0.958,Ample parking available - standard guidance sufficient
PK600147,2025-04-20 21:33:02,J032-P2,J032,Richmond Circle,Office Complex,262,22,8.4,Weekend,False,False,0.0,False,False,0.58,18.5,0.05,0.016,0.037,0.967,Ample parking available - standard guidance sufficient
PK600148,2025-11-26 17:35:48,J039-P3,J039,KR Market,On-Street Metered,20,14,70.0,Weekday,False,False,0.0,False,False,0.41,63.3,0.23,0.061,0.141,0.954,Ample parking available - standard guidance sufficient
PK600149,2025-10-07 21:50:34,J007-P3,J007,Banashankari,Office Complex,364,60,16.5,Weekday,False,False,0.0,False,False,0.76,35.5,0.14,0.028,0.065,0.939,Ample parking available - standard guidance sufficient
PK600150,2025-07-25 18:59:53,J042-P2,J042,Anand Rao Circle,Market Area,129,16,12.4,Weekday,False,False,0.0,False,False,0.56,33.8,0.1,0.045,0.103,0.976,Ample parking available - standard guidance sufficient
PK600151,2026-01-16 20:33:33,J030-P3,J030,MG Road,Office Complex,390,70,17.9,Weekday,False,True,3.5,False,False,0.51,49.5,0.2,0.045,0.104,0.949,Ample parking available - standard guidance sufficient
PK600152,2026-04-14 20:29:44,J025-P1,J025,Bannerghatta Road,Office Complex,222,29,13.1,Weekday,True,False,0.0,False,False,0.56,15.6,0.05,0.01,0.024,0.897,Festival demand surge expected - pre-booking recommended
PK600153,2025-12-31 15:28:22,J029-P1,J029,Old Airport Road,On-Street Metered,49,38,77.6,Weekday,False,False,0.0,False,False,0.45,100.1,0.3,0.093,0.214,0.957,Lot filling up - real-time slot guidance recommended
PK600154,2025-09-08 08:16:11,J030-P2,J030,MG Road,Multi-Level Public,754,45,6.0,Weekday,False,False,0.0,False,False,0.8,34.9,0.16,0.045,0.105,0.965,Ample parking available - standard guidance sufficient
PK600155,2026-01-03 10:34:47,J019-P1,J019,RT Nagar,Multi-Level Public,693,534,77.1,Weekend,False,False,0.0,False,False,0.47,93.3,0.44,0.123,0.284,0.973,Lot filling up - real-time slot guidance recommended
PK600156,2025-04-07 14:38:33,J016-P1,J016,Sarjapur Road,Mall Basement,424,215,50.7,Weekday,True,True,27.1,True,False,0.47,26.0,0.05,0.014,0.032,0.666,Festival demand surge expected - pre-booking recommended
PK600157,2025-04-29 08:46:31,J016-P3,J016,Sarjapur Road,Multi-Level Public,755,125,16.6,Weekday,False,False,0.0,False,False,0.65,39.7,0.16,0.041,0.095,0.925,Ample parking available - standard guidance sufficient
PK600158,2026-06-21 09:00:10,J033-P3,J033,Trinity Circle,Multi-Level Public,699,356,50.9,Weekend,False,False,0.0,False,False,0.46,62.6,0.26,0.077,0.178,0.975,Ample parking available - standard guidance sufficient
PK600159,2025-05-16 00:13:29,J042-P1,J042,Anand Rao Circle,Market Area,120,9,7.5,Weekday,False,False,0.0,False,False,0.62,24.2,0.1,0.01,0.023,0.961,Ample parking available - standard guidance sufficient
PK600160,2025-03-18 09:37:43,J010-P2,J010,Shivajinagar,Market Area,183,140,76.5,Weekday,False,False,0.0,False,False,0.49,75.1,0.24,0.064,0.149,0.961,Lot filling up - real-time slot guidance recommended
PK600161,2025-04-03 22:56:16,J007-P2,J007,Banashankari,On-Street Metered,84,18,21.4,Weekday,False,False,0.0,False,False,0.61,15.0,0.06,0.01,0.023,0.954,Ample parking available - standard guidance sufficient
PK600162,2026-02-13 19:46:33,J034-P3,J034,Ulsoor,Multi-Level Public,612,202,33.0,Weekday,False,False,0.0,False,False,0.5,61.1,0.2,0.054,0.126,0.974,Ample parking available - standard guidance sufficient
PK600163,2025-04-05 06:19:10,J034-P2,J034,Ulsoor,Office Complex,205,16,7.8,Weekend,False,False,0.0,False,False,0.69,29.2,0.08,0.012,0.028,0.986,Ample parking available - standard guidance sufficient
PK600164,2025-05-15 16:29:03,J028-P3,J028,Tumkur Road,Multi-Level Public,698,399,57.2,Weekday,False,False,0.0,False,False,0.52,30.8,0.17,0.031,0.072,0.971,Ample parking available - standard guidance sufficient
PK600165,2025-10-22 10:50:43,J022-P1,J022,Rajajinagar,Mall Basement,492,282,57.3,Weekday,True,False,0.0,False,False,0.62,34.1,0.14,0.023,0.054,0.916,Festival demand surge expected - pre-booking recommended
PK600166,2025-12-12 18:57:14,J001-P2,J001,Silk Board,Office Complex,241,188,78.0,Weekday,False,False,0.0,False,False,0.5,107.3,0.28,0.103,0.237,0.939,Lot filling up - real-time slot guidance recommended
PK600167,2025-07-20 17:36:13,J019-P2,J019,RT Nagar,Multi-Level Public,746,698,93.6,Weekend,False,True,16.1,False,True,0.34,228.6,0.83,0.25,0.577,0.899,Lot filling up - real-time slot guidance recommended
PK600168,2026-04-11 19:58:51,J033-P3,J033,Trinity Circle,On-Street Metered,20,6,30.0,Weekend,False,False,0.0,False,False,0.55,28.1,0.13,0.043,0.099,0.965,Ample parking available - standard guidance sufficient
PK600169,2026-05-11 11:15:54,J037-P3,J037,Kadugodi,Multi-Level Public,727,527,72.5,Weekday,False,True,1.2,False,False,0.53,70.4,0.19,0.08,0.185,0.9,Ample parking available - standard guidance sufficient
PK600170,2025-02-19 19:32:34,J002-P2,J002,Marathahalli,Office Complex,274,31,11.3,Weekday,False,False,0.0,False,False,0.6,36.3,0.12,0.033,0.076,0.963,Ample parking available - standard guidance sufficient
PK600171,2025-01-20 11:48:33,J014-P3,J014,Electronic City Toll,Multi-Level Public,680,467,68.7,Weekday,False,False,0.0,False,False,0.55,63.8,0.2,0.046,0.106,0.964,Ample parking available - standard guidance sufficient
PK600172,2025-10-28 10:30:40,J010-P1,J010,Shivajinagar,On-Street Metered,20,14,70.0,Weekday,False,True,2.1,False,False,0.57,45.1,0.2,0.072,0.166,0.915,Ample parking available - standard guidance sufficient
PK600173,2025-09-25 08:23:32,J032-P2,J032,Richmond Circle,On-Street Metered,42,7,16.7,Weekday,False,False,0.0,False,False,0.71,40.6,0.19,0.037,0.085,0.938,Ample parking available - standard guidance sufficient
PK600174,2025-12-22 11:02:16,J037-P1,J037,Kadugodi,Market Area,75,59,78.7,Weekday,False,True,8.1,False,False,0.34,102.0,0.46,0.099,0.229,0.913,Lot filling up - real-time slot guidance recommended
PK600175,2026-01-01 19:53:33,J041-P3,J041,Chalukya Circle,Multi-Level Public,662,283,42.7,Weekday,True,False,0.0,False,False,0.47,15.0,0.06,0.03,0.068,0.919,Festival demand surge expected - pre-booking recommended
PK600176,2025-04-28 21:30:23,J004-P1,J004,Hebbal,Mall Basement,532,360,67.7,Weekday,False,False,0.0,False,False,0.37,57.6,0.18,0.054,0.125,0.951,Ample parking available - standard guidance sufficient
PK600177,2025-06-05 15:22:00,J013-P1,J013,HSR BDA Complex,On-Street Metered,20,12,60.0,Weekday,False,False,0.0,False,False,0.52,32.8,0.15,0.013,0.03,0.988,Ample parking available - standard guidance sufficient
PK600178,2025-08-03 08:09:40,J040-P2,J040,City Market,On-Street Metered,61,10,16.4,Weekend,False,True,51.7,False,False,0.69,15.0,0.05,0.01,0.023,0.91,Ample parking available - standard guidance sufficient
PK600179,2026-04-13 12:40:55,J002-P3,J002,Marathahalli,On-Street Metered,74,48,64.9,Weekday,False,False,0.0,False,False,0.31,38.2,0.15,0.03,0.07,0.963,Ample parking available - standard guidance sufficient
PK600180,2025-01-30 17:37:07,J006-P3,J006,Tin Factory,Multi-Level Public,702,657,93.6,Weekday,False,False,0.0,False,True,0.3,218.2,0.99,0.256,0.592,0.919,Lot filling up - real-time slot guidance recommended
PK600181,2025-12-06 20:43:18,J030-P1,J030,MG Road,Mall Basement,421,363,86.2,Weekend,False,False,0.0,False,False,0.3,166.8,0.36,0.133,0.307,0.958,Lot filling up - real-time slot guidance recommended
PK600182,2025-07-10 09:45:54,J038-P1,J038,Varthur,On-Street Metered,20,13,65.0,Weekday,False,True,59.3,False,False,0.43,43.9,0.16,0.027,0.063,0.923,Ample parking available - standard guidance sufficient
PK600183,2025-07-11 21:34:48,J012-P3,J012,Koramangala Sony World,Mall Basement,491,361,73.5,Weekday,False,True,36.0,False,False,0.41,69.6,0.25,0.059,0.137,0.907,Ample parking available - standard guidance sufficient
PK600184,2026-06-05 17:51:58,J021-P2,J021,Vijayanagar,On-Street Metered,39,30,76.9,Weekday,False,False,0.0,False,False,0.33,116.7,0.5,0.132,0.305,0.969,Lot filling up - real-time slot guidance recommended
PK600185,2025-03-25 20:56:29,J033-P2,J033,Trinity Circle,On-Street Metered,98,34,34.7,Weekday,False,False,0.0,False,False,0.49,31.9,0.1,0.026,0.061,0.936,Ample parking available - standard guidance sufficient
PK600186,2025-12-11 10:19:51,J008-P1,J008,Jayanagar 4th Block,On-Street Metered,29,23,79.3,Weekday,False,False,0.0,False,False,0.45,116.0,0.48,0.13,0.3,0.934,Lot filling up - real-time slot guidance recommended
PK600187,2026-03-08 11:49:54,J032-P1,J032,Richmond Circle,On-Street Metered,63,43,68.3,Weekend,False,False,0.0,False,False,0.31,43.2,0.15,0.022,0.052,0.952,Ample parking available - standard guidance sufficient
PK600188,2025-04-13 18:41:44,J038-P3,J038,Varthur,Mall Basement,445,416,93.5,Weekend,False,False,0.0,False,True,0.3,215.2,0.67,0.23,0.531,0.915,Lot filling up - real-time slot guidance recommended
PK600189,2025-06-04 18:23:09,J035-P1,J035,Domlur,On-Street Metered,37,34,91.9,Weekday,False,False,0.0,False,True,0.39,213.9,0.86,0.244,0.563,0.932,Lot filling up - real-time slot guidance recommended
PK600190,2025-01-20 12:05:16,J034-P2,J034,Ulsoor,On-Street Metered,87,62,71.3,Weekday,False,False,0.0,False,False,0.42,45.1,0.15,0.046,0.107,0.941,Ample parking available - standard guidance sufficient
PK600191,2025-04-23 18:13:29,J006-P2,J006,Tin Factory,Office Complex,264,194,73.5,Weekday,False,False,0.0,False,False,0.49,69.4,0.29,0.077,0.178,0.943,Ample parking available - standard guidance sufficient
PK600192,2026-01-18 19:14:49,J021-P3,J021,Vijayanagar,Multi-Level Public,724,274,37.8,Weekend,False,False,0.0,False,False,0.57,15.3,0.08,0.035,0.081,0.949,Ample parking available - standard guidance sufficient
PK600193,2026-04-02 19:37:54,J001-P3,J001,Silk Board,Market Area,131,30,22.9,Weekday,False,False,0.0,False,False,0.59,15.0,0.08,0.017,0.039,0.966,Ample parking available - standard guidance sufficient
PK600194,2025-12-17 15:59:11,J012-P1,J012,Koramangala Sony World,On-Street Metered,42,29,69.0,Weekday,False,False,0.0,False,False,0.38,52.6,0.22,0.066,0.153,0.966,Ample parking available - standard guidance sufficient
PK600195,2025-12-31 16:35:19,J016-P3,J016,Sarjapur Road,On-Street Metered,58,38,65.5,Weekday,False,False,0.0,False,False,0.58,42.2,0.2,0.046,0.105,0.984,Ample parking available - standard guidance sufficient
PK600196,2025-05-19 13:01:31,J023-P3,J023,Basavanagudi,On-Street Metered,20,12,60.0,Weekday,False,False,0.0,False,False,0.5,27.6,0.09,0.027,0.063,0.961,Ample parking available - standard guidance sufficient
PK600197,2025-08-11 09:45:51,J010-P2,J010,Shivajinagar,Mall Basement,478,41,8.6,Weekday,False,False,0.0,False,False,0.58,39.0,0.15,0.032,0.074,0.973,Ample parking available - standard guidance sufficient
PK600198,2025-02-19 18:41:59,J016-P2,J016,Sarjapur Road,On-Street Metered,106,102,96.2,Weekday,False,False,0.0,False,True,0.39,242.4,0.73,0.229,0.53,0.911,Lot near capacity - reroute to nearby alternate parking recommended
PK600199,2025-05-29 12:16:50,J040-P2,J040,City Market,On-Street Metered,146,95,65.1,Weekday,False,False,0.0,False,False,0.35,40.9,0.09,0.037,0.085,0.979,Ample parking available - standard guidance sufficient
PK600200,2025-01-31 19:18:45,J020-P3,J020,Malleshwaram Circle,Market Area,184,46,25.0,Weekday,False,False,0.0,False,False,0.68,22.3,0.07,0.016,0.038,0.959,Ample parking available - standard guidance sufficient
PK600201,2025-10-10 15:57:23,J026-P1,J026,Hosur Road,Multi-Level Public,693,530,76.5,Weekday,False,False,0.0,False,False,0.54,108.1,0.63,0.166,0.384,0.95,Lot filling up - real-time slot guidance recommended
PK600202,2026-01-12 09:02:42,J005-P3,J005,Yeshwantpur,On-Street Metered,58,37,63.8,Weekday,False,False,0.0,False,False,0.39,21.7,0.08,0.017,0.039,0.938,Ample parking available - standard guidance sufficient
PK600203,2026-05-28 06:34:25,J042-P2,J042,Anand Rao Circle,Multi-Level Public,695,174,25.0,Weekday,False,True,16.3,False,False,0.58,22.6,0.08,0.035,0.08,0.9,Ample parking available - standard guidance sufficient
PK600204,2025-11-28 11:19:25,J036-P1,J036,HAL Airport Road,Multi-Level Public,704,501,71.2,Weekday,False,False,0.0,False,False,0.59,63.4,0.15,0.049,0.114,0.947,Ample parking available - standard guidance sufficient
PK600205,2025-07-18 10:03:44,J011-P3,J011,Indiranagar 100ft Road,On-Street Metered,122,89,73.0,Weekday,False,False,0.0,False,False,0.33,92.4,0.51,0.114,0.264,0.969,Ample parking available - standard guidance sufficient
PK600206,2026-03-06 03:04:40,J013-P3,J013,HSR BDA Complex,Office Complex,256,44,17.2,Weekday,False,False,0.0,False,False,0.67,49.6,0.18,0.049,0.113,0.978,Ample parking available - standard guidance sufficient
PK600207,2025-10-07 12:18:00,J028-P2,J028,Tumkur Road,On-Street Metered,48,37,77.1,Weekday,False,True,53.6,False,False,0.67,94.7,0.5,0.126,0.291,0.888,Lot filling up - real-time slot guidance recommended
PK600208,2025-09-14 09:05:10,J039-P3,J039,KR Market,On-Street Metered,22,19,86.4,Weekend,False,True,7.6,False,False,0.41,152.4,0.73,0.174,0.403,0.886,Lot filling up - real-time slot guidance recommended
PK600209,2025-06-05 19:52:15,J027-P1,J027,Mysore Road,Office Complex,272,95,34.9,Weekday,False,True,6.4,False,False,0.58,35.8,0.16,0.044,0.101,0.921,Ample parking available - standard guidance sufficient
PK600210,2026-01-08 08:02:07,J014-P1,J014,Electronic City Toll,Market Area,129,95,73.6,Weekday,False,False,0.0,True,False,0.39,73.1,0.17,0.047,0.108,0.81,Ample parking available - standard guidance sufficient
PK600211,2026-01-09 23:41:39,J025-P3,J025,Bannerghatta Road,On-Street Metered,62,7,11.3,Weekday,False,False,0.0,False,False,0.65,15.0,0.07,0.01,0.023,0.976,Ample parking available - standard guidance sufficient
PK600212,2025-07-12 15:52:31,J003-P1,J003,KR Puram,Mall Basement,422,106,25.1,Weekend,False,False,0.0,False,False,0.35,15.0,0.07,0.026,0.06,0.964,Ample parking available - standard guidance sufficient
PK600213,2025-05-26 08:24:23,J011-P3,J011,Indiranagar 100ft Road,Multi-Level Public,652,70,10.7,Weekday,False,False,0.0,False,False,0.5,29.3,0.12,0.025,0.058,0.95,Ample parking available - standard guidance sufficient
PK600214,2026-03-21 10:56:18,J032-P1,J032,Richmond Circle,Mall Basement,514,123,23.9,Weekend,False,True,4.8,False,False,0.71,15.0,0.08,0.01,0.023,0.907,Ample parking available - standard guidance sufficient
PK600215,2025-11-06 04:56:15,J040-P2,J040,City Market,On-Street Metered,63,9,14.3,Weekday,False,False,0.0,False,False,0.5,15.2,0.05,0.012,0.028,0.939,Ample parking available - standard guidance sufficient
PK600216,2025-10-31 14:05:32,J008-P2,J008,Jayanagar 4th Block,Market Area,159,33,20.8,Weekday,False,False,0.0,False,False,0.64,25.1,0.1,0.025,0.059,0.968,Ample parking available - standard guidance sufficient
